USER,USER,followed_at,notification_preference
U000002,U000442,2025-03-28 00:48:59,all
U000021,U000950,2022-08-06 14:44:59,all
U000004,U000102,2023-05-22 00:29:11,none
U000001,U000111,2024-06-19 23:25:14,
U000003,U000717,2022-01-07 03:17:30,
U000013,U000212,2022-08-13 07:14:40,mentions
U000006,U000705,2022-06-29 16:15:21,none
U000006,U000975,2022-12-18 16:31:10,
U000004,U000890,2024-11-17 09:26:48,none
U000013,U000947,2025-10-25 03:02:42,
U000004,U000079,2025-11-07 20:37:05,
U000001,U000587,2023-03-01 14:43:29,none
U000002,U000599,2023-12-05 17:02:25,all
U000001,U000669,2024-03-14 20:33:26,all
U000001,U000665,2022-07-23 13:12:19,none
U000001,U000576,2022-09-10 15:00:50,mentions
U000001,U000777,2023-11-10 01:41:12,none
U000003,U000519,2024-09-26 14:48:14,none
U000009,U000209,2022-07-31 19:42:00,none
U000004,U000929,2024-02-21 13:24:47,all
U000011,U000518,2023-03-27 19:36:31,all
U000001,U000556,2022-11-03 19:52:13,mentions
U000011,U000608,2023-03-04 21:48:28,all
U000003,U000570,2025-04-20 08:17:20,all
U000002,U000429,2023-05-21 01:23:08,
U000006,U000205,2024-03-19 20:38:19,none
U000015,U000649,2023-07-04 00:16:27,mentions
U000003,U000970,2025-08-02 19:49:12,all
U000005,U000149,2022-08-28 15:54:15,mentions
U000002,U000149,2022-04-07 21:09:04,all
U000001,U000656,2023-04-05 22:46:16,
U000014,U000475,2024-11-07 12:59:44,none
U000001,U000871,2025-10-26 14:55:20,mentions
U000004,U000638,2023-05-27 22:15:06,none
U000003,U000694,2025-03-30 08:25:55,all
U000005,U000799,2023-06-02 17:04:50,
U000010,U000871,2022-09-26 08:36:42,
U000004,U000837,2022-08-18 14:35:41,all
U000007,U000929,2025-03-21 09:16:19,all
U000001,U000699,2023-03-10 15:40:58,none
U000019,U000944,2023-11-20 17:43:27,none
U000001,U000435,2023-07-29 02:14:44,none
U000002,U000711,2022-06-04 04:44:54,none
U000001,U000051,2022-07-05 13:23:32,mentions
U000008,U000962,2024-10-29 02:10:27,
U000017,U000847,2025-03-26 09:49:06,none
U000006,U000343,2025-10-19 10:25:19,all
U000006,U000602,2022-03-23 15:30:54,
U000028,U000309,2024-01-23 03:52:53,
U000002,U000822,2025-07-24 00:53:29,none
U000002,U000720,2024-05-15 11:43:42,mentions
U000024,U000112,2022-08-24 17:39:28,mentions
U000001,U000976,2025-11-26 16:42:49,
U000043,U000815,2025-03-09 19:22:40,none
U000018,U000038,2024-06-16 05:23:28,none
U000001,U000966,2022-12-03 01:44:07,all
U000006,U000049,2025-06-22 17:08:54,
U000002,U000631,2022-11-10 23:30:29,all
U000002,U000282,2024-03-31 17:24:35,mentions
U000001,U000956,2025-08-27 10:07:57,
U000002,U000468,2024-10-11 21:13:29,
U000011,U000031,2022-10-30 22:24:56,
U000001,U000842,2022-01-23 11:10:32,
U000003,U000298,2025-06-02 11:08:04,all
U000001,U000786,2025-07-08 04:08:56,all
U000006,U000499,2022-03-19 04:58:23,none
U000002,U000713,2023-03-06 04:15:12,
U000006,U000519,2022-07-06 22:10:24,none
U000002,U000401,2025-01-25 00:53:04,
U000004,U000764,2025-09-30 10:29:23,mentions
U000004,U000156,2024-12-19 08:29:07,all
U000010,U000456,2022-03-06 15:42:25,none
U000010,U000643,2024-05-31 03:44:35,mentions
U000001,U000562,2024-03-19 18:00:26,
U000011,U000860,2023-09-27 01:32:42,
U000002,U000090,2025-10-20 21:36:54,
U000048,U000896,2022-08-12 10:30:23,mentions
U000011,U000761,2024-10-01 18:33:31,all
U000002,U000095,2024-04-03 11:29:39,
U000002,U000734,2025-08-30 13:06:39,mentions
U000866,U000933,2021-12-21 07:44:33,
U000049,U000082,2025-03-13 17:29:16,none
U000022,U000794,2024-03-19 00:10:16,
U000002,U000539,2023-12-31 13:21:10,
U000003,U000783,2024-09-28 11:46:27,
U000080,U000215,2023-03-05 06:07:22,mentions
U000019,U000458,2023-01-15 12:41:59,none
U000002,U000542,2025-04-24 13:08:56,none
U000002,U000287,2025-11-11 13:47:14,all
U000002,U000319,2025-07-11 01:08:31,mentions
U000145,U000271,2022-06-26 18:08:58,none
U000004,U000946,2024-05-24 16:49:47,
U000005,U000667,2024-02-16 01:11:23,
U000006,U000195,2024-11-28 09:22:28,none
U000017,U000340,2022-03-29 10:40:42,all
U000004,U000604,2024-04-17 03:38:41,mentions
U000003,U000719,2022-05-27 22:31:18,mentions
U000013,U000257,2021-12-14 03:57:33,mentions
U000453,U000554,2024-02-10 01:59:10,
U000035,U000277,2023-11-22 10:25:13,
U000081,U000771,2023-07-04 21:42:12,all
U000033,U000131,2022-04-18 07:27:06,mentions
U000009,U000966,2025-11-09 03:29:32,
U000007,U000039,2022-03-15 15:37:20,mentions
U000006,U000004,2023-04-27 12:14:49,none
U000005,U000498,2023-07-12 14:26:01,none
U000001,U000728,2025-06-29 00:36:52,
U000723,U000734,2024-02-24 08:32:44,none
U000017,U000453,2025-07-13 00:34:39,none
U000002,U000946,2023-12-30 07:15:53,all
U000081,U000732,2024-10-08 15:18:08,
U000007,U000873,2023-12-13 22:46:14,none
U000003,U000043,2023-03-25 00:13:36,none
U000028,U000645,2023-03-25 16:10:43,
U000007,U000675,2023-10-28 07:14:56,none
U000010,U000241,2024-08-04 16:22:32,none
U000006,U000901,2022-05-07 09:23:22,
U000017,U000194,2022-02-15 14:46:51,all
U000003,U000762,2022-06-12 05:45:46,
U000072,U000697,2022-02-26 12:30:40,
U000005,U000268,2022-10-25 18:47:46,mentions
U000004,U000198,2024-11-24 10:40:05,all
U000007,U000660,2023-11-21 10:03:23,
U000004,U000478,2023-10-18 00:46:49,none
U000005,U000513,2024-01-22 03:03:28,all
U000006,U000384,2025-06-11 15:32:47,mentions
U000008,U000030,2022-09-11 23:17:34,
U000003,U000153,2025-11-18 20:33:50,
U000001,U000227,2022-03-31 21:29:39,all
U000007,U000180,2023-03-03 06:39:28,mentions
U001000,U000808,2024-11-05 13:22:45,
U000004,U000941,2024-07-04 17:56:13,
U000003,U000161,2024-08-02 03:55:26,mentions
U000011,U000802,2025-10-15 13:04:45,none
U000004,U000789,2023-06-09 01:24:58,mentions
U000152,U000704,2024-12-22 11:19:11,all
U000029,U000323,2022-03-17 04:28:38,all
U000070,U000155,2023-07-26 23:43:40,
U000001,U000876,2023-01-26 23:05:55,none
U000014,U000338,2025-08-01 15:09:58,all
U000001,U000276,2023-03-16 07:32:12,all
U000018,U000657,2024-08-18 09:57:56,
U000010,U000196,2023-06-16 03:46:47,
U000048,U000551,2024-12-16 15:57:28,none
U000022,U000285,2023-10-26 00:38:44,all
U000012,U000978,2024-01-17 11:34:25,mentions
U000002,U000643,2024-06-18 11:23:01,all
U000011,U000888,2025-09-17 16:57:35,all
U000534,U000137,2022-04-22 19:24:25,mentions
U000002,U000607,2024-12-15 19:03:31,
U000006,U000001,2023-10-30 01:22:15,mentions
U000004,U000498,2022-01-19 16:06:37,
U000009,U000193,2022-01-03 12:26:27,all
U000086,U000384,2025-05-02 02:42:08,all
U000005,U000295,2023-05-17 03:44:37,
U000308,U000170,2025-04-12 19:34:22,none
U000006,U000027,2024-05-18 18:49:21,
U000016,U000758,2022-03-17 08:47:52,
U000007,U000592,2024-03-10 17:02:08,all
U000002,U000554,2024-05-31 17:20:42,none
U000001,U000290,2023-09-09 00:16:09,mentions
U000002,U000038,2025-08-29 01:19:14,
U000015,U000959,2022-11-06 10:06:19,all
U000009,U000054,2024-02-07 00:02:25,all
U000003,U000868,2025-07-25 19:04:57,all
U000001,U000095,2024-07-13 14:53:15,
U000002,U000679,2024-08-01 07:22:08,none
U000002,U000818,2025-10-19 03:47:27,
U000002,U000861,2024-05-02 21:30:35,
U000002,U000312,2024-05-15 07:50:43,all
U000004,U000585,2025-01-15 16:04:16,none
U000001,U000109,2024-07-15 18:17:30,none
U000002,U000770,2022-09-08 14:30:41,
U000003,U000944,2023-10-27 11:42:12,
U000010,U000446,2024-04-24 19:33:47,
U000005,U000113,2024-07-27 14:53:51,all
U000005,U000986,2024-05-18 15:30:45,none
U000002,U000835,2022-09-03 22:01:30,
U000096,U000641,2025-08-01 23:33:32,
U000046,U000561,2022-04-20 09:19:29,
U000005,U000577,2022-03-11 04:42:48,none
U000006,U000654,2025-11-21 22:41:23,
U000121,U000323,2024-05-25 23:51:29,mentions
U000002,U000476,2025-02-19 05:47:08,all
U000004,U000436,2022-05-24 10:23:20,all
U000002,U000838,2024-07-12 07:14:40,none
U000006,U000278,2024-07-24 21:34:30,all
U000029,U000357,2022-10-12 06:32:28,mentions
U000011,U000766,2022-06-18 08:49:24,
U000004,U000598,2025-05-07 20:57:14,all
U000007,U000203,2021-12-27 04:41:35,
U000007,U000562,2024-03-22 15:43:39,none
U000023,U000589,2022-01-25 07:07:36,
U000002,U000977,2022-12-07 16:34:09,none
U000041,U000719,2022-04-06 15:42:43,all
U000012,U000145,2022-08-18 05:57:48,all
U000003,U000400,2023-11-28 18:09:55,none
U000010,U000328,2024-02-25 14:56:09,all
U000001,U000443,2025-10-11 14:37:32,all
U000072,U000269,2022-11-11 13:35:46,none
U000002,U000418,2024-08-02 10:53:10,
U000010,U000767,2023-11-03 13:07:56,all
U000003,U000067,2022-11-04 23:51:55,
U000021,U000350,2024-04-28 01:45:19,mentions
U000002,U000795,2022-07-15 06:57:24,all
U000007,U000596,2025-08-19 21:18:53,
U000062,U000526,2022-06-07 11:24:22,
U000009,U000229,2023-02-13 14:15:19,
U000002,U000231,2024-11-03 16:48:23,
U000060,U000022,2024-10-13 13:00:05,all
U000018,U000518,2025-11-17 01:59:09,all
U000002,U000350,2023-04-09 01:58:29,all
U000002,U000347,2023-01-30 15:36:49,all
U000005,U000265,2023-06-07 11:43:09,
U000096,U000828,2025-10-14 23:06:36,mentions
U000001,U000834,2022-03-26 18:57:01,none
U000026,U000966,2024-11-30 09:32:25,
U000004,U000771,2025-01-20 22:16:49,none
U000016,U000309,2025-03-19 21:23:27,none
U000008,U000577,2024-09-21 22:00:49,all
U000002,U000018,2023-10-17 09:35:56,mentions
U000004,U000964,2025-02-05 15:16:18,all
U000028,U000216,2022-06-15 04:49:40,
U000010,U000464,2022-02-06 08:20:48,none
U000011,U000952,2025-01-11 10:24:52,mentions
U000004,U000932,2024-01-14 23:09:32,
U000006,U000243,2021-12-29 09:36:56,
U000006,U000344,2025-05-17 17:07:30,mentions
U000006,U000304,2022-04-08 13:17:16,
U000039,U000922,2024-06-30 14:37:40,mentions
U000005,U000285,2023-03-04 11:03:59,mentions
U000002,U000811,2024-12-17 10:48:48,mentions
U000119,U000389,2024-07-01 23:49:34,all
U000037,U000567,2023-11-10 22:30:53,none
U000001,U000066,2024-10-16 10:19:38,
U000009,U000738,2024-02-19 14:41:27,all
U000003,U000169,2023-03-22 03:57:58,
U000001,U000517,2023-03-12 21:31:21,mentions
U000009,U000445,2025-09-18 21:40:32,mentions
U000003,U000859,2023-07-11 02:35:29,all
U000002,U000958,2023-09-05 12:30:35,none
U000002,U000595,2025-07-26 18:13:51,
U000001,U000406,2025-04-09 11:57:31,all
U000002,U000374,2025-07-13 05:26:51,mentions
U000004,U000581,2023-06-24 07:25:11,
U000128,U000400,2025-11-15 09:54:35,mentions
U000002,U000634,2025-09-09 20:21:24,all
U000013,U000200,2023-06-04 21:12:50,none
U000007,U000486,2025-09-26 19:06:40,mentions
U000021,U000126,2023-11-27 06:22:06,mentions
U000011,U000704,2022-01-22 04:26:07,mentions
U000009,U000014,2023-04-30 01:41:52,all
U000002,U000349,2023-04-22 10:33:05,all
U000010,U000058,2025-07-06 15:13:54,mentions
U000002,U000400,2025-09-16 00:59:26,none
U000724,U000599,2025-01-04 10:03:25,all
U000009,U000291,2023-04-07 20:33:34,
U000002,U000324,2025-01-09 12:07:40,
U000001,U000731,2023-04-02 13:37:17,mentions
U000011,U000292,2025-10-11 23:06:07,none
U000262,U000755,2021-12-14 19:02:32,
U000003,U000058,2022-12-29 19:06:21,
U000019,U000972,2022-01-28 18:44:41,mentions
U000003,U000792,2023-03-28 21:27:49,mentions
U000005,U000343,2022-11-10 04:05:12,
U000007,U000561,2022-07-03 04:15:57,all
U000041,U000758,2023-10-30 02:54:45,none
U000006,U000317,2022-12-26 04:11:07,none
U000127,U000867,2022-04-05 10:01:43,mentions
U000019,U000506,2022-01-03 11:00:33,none
U000005,U000877,2023-11-30 23:57:24,mentions
U000012,U000819,2022-12-14 13:15:11,all
U000030,U000898,2023-06-18 08:25:33,none
U000001,U000134,2022-11-14 05:58:21,mentions
U000051,U000101,2023-09-28 21:21:44,none
U000001,U000468,2022-05-04 16:42:41,
U000204,U000446,2024-11-27 23:40:30,all
U000004,U000935,2022-10-08 00:08:24,all
U000010,U000925,2025-02-13 19:41:09,
U000002,U000776,2022-02-17 04:20:08,
U000007,U000424,2023-02-11 13:45:17,mentions
U000002,U000471,2023-06-01 16:26:32,mentions
U000012,U000821,2022-02-22 18:45:21,mentions
U000040,U000262,2022-08-25 02:52:53,
U000003,U000731,2022-06-23 02:51:02,all
U000007,U000262,2022-12-27 15:07:17,none
U000017,U000835,2025-01-30 16:34:50,none
U000001,U000274,2025-02-04 06:20:09,none
U000001,U000551,2023-05-28 02:46:22,all
U000385,U000309,2022-08-26 11:51:38,
U000002,U000593,2025-06-04 08:29:46,mentions
U000104,U000827,2024-12-30 09:32:55,
U000003,U000503,2022-08-23 18:36:46,all
U000002,U000767,2024-07-19 23:03:52,
U000007,U000428,2024-08-20 12:42:30,all
U000003,U000845,2024-06-08 10:44:08,
U000007,U000042,2022-02-21 16:12:51,
U000020,U000407,2025-01-13 15:30:50,none
U000022,U000633,2025-09-13 08:04:14,none
U000004,U000760,2022-12-21 03:25:15,
U000002,U000556,2023-10-26 16:28:45,none
U000015,U000368,2022-03-25 21:27:41,all
U000003,U000672,2022-01-30 20:43:52,
U000009,U000275,2023-04-21 05:28:34,
U000002,U000416,2025-07-05 20:06:00,
U000008,U000004,2022-11-12 01:17:42,mentions
U000037,U000199,2024-11-13 04:18:39,
U000043,U000829,2023-11-22 20:43:34,all
U000004,U000806,2024-07-24 19:35:39,
U000002,U000323,2022-03-31 08:33:21,mentions
U000004,U000729,2022-01-28 13:17:18,none
U000005,U000739,2024-06-21 13:56:25,all
U000003,U000605,2024-02-15 14:08:42,
U000001,U000847,2024-11-27 03:34:28,
U000004,U000777,2025-05-14 23:57:41,
U000006,U000686,2025-10-04 00:39:35,
U000028,U000703,2025-02-05 02:15:24,
U000105,U000555,2025-08-30 04:59:28,
U000016,U000753,2023-09-12 09:44:50,all
U000007,U000985,2025-07-04 06:48:32,
U000003,U000331,2025-06-24 20:44:45,
U000012,U000717,2022-12-09 02:54:43,none
U000003,U000531,2024-05-09 03:42:05,
U000003,U000751,2021-12-12 09:19:44,mentions
U000050,U000049,2023-05-06 13:06:12,all
U000005,U000086,2024-10-17 02:38:08,mentions
U000005,U000235,2023-05-26 21:13:04,mentions
U000018,U000773,2023-07-15 04:59:27,none
U000007,U000783,2023-02-04 11:09:09,
U000002,U000648,2022-07-01 00:11:53,all
U000002,U000035,2022-09-16 19:38:03,all
U000581,U000123,2022-04-10 03:26:23,mentions
U000001,U000182,2025-08-12 16:09:19,
U000010,U000127,2025-10-08 11:05:49,mentions
U000002,U000246,2025-05-29 18:49:32,
U000412,U000017,2022-06-21 11:51:03,mentions
U000026,U000548,2023-11-03 01:43:27,mentions
U000009,U000544,2022-01-25 01:47:48,all
U000003,U000680,2025-10-13 10:29:12,all
U000022,U000818,2022-03-15 16:39:41,all
U000001,U000863,2024-11-30 22:42:25,
U000019,U000719,2022-04-26 11:05:12,
U000007,U000785,2022-10-01 02:23:18,none
U000007,U000563,2025-07-29 23:15:59,mentions
U000002,U000234,2022-11-25 14:15:35,mentions
U000001,U000671,2023-02-16 00:15:41,all
U000002,U000882,2022-10-26 18:55:18,none
U000007,U000399,2023-08-06 04:53:47,
U000002,U000769,2023-07-05 07:30:05,all
U000007,U000702,2025-05-30 19:09:25,
U000004,U000195,2023-02-17 20:12:03,
U000006,U000164,2023-07-10 13:15:03,mentions
U000469,U000041,2023-02-07 13:21:10,mentions
U000037,U000351,2022-11-25 00:30:50,
U000001,U000993,2022-07-19 01:31:17,
U000008,U000737,2021-12-04 14:08:56,none
U000006,U000282,2023-06-25 21:09:09,
U000002,U000568,2025-02-05 08:05:13,all
U000002,U000572,2023-02-12 09:43:13,none
U000005,U000833,2022-09-30 09:56:50,
U000006,U000649,2023-07-03 08:17:27,none
U000089,U000463,2023-12-19 06:13:09,
U000002,U000762,2022-05-12 17:26:35,mentions
U000003,U000995,2025-03-10 23:43:33,none
U000421,U000213,2024-09-24 01:16:56,
U000008,U000500,2024-04-17 00:14:40,
U000001,U000923,2023-08-15 17:54:51,mentions
U000005,U000298,2025-08-09 04:57:15,mentions
U000003,U000172,2025-11-21 18:49:00,
U000010,U000922,2025-09-09 08:09:16,mentions
U000063,U000168,2024-04-10 07:41:18,mentions
U000001,U000491,2022-01-28 18:17:05,
U000012,U000596,2025-05-18 12:21:05,
U000016,U000357,2024-11-06 16:20:32,none
U000017,U000863,2023-05-29 12:16:41,none
U000001,U000763,2024-08-15 06:24:45,none
U000038,U000123,2022-06-08 18:20:47,mentions
U000014,U000030,2022-12-27 14:08:40,mentions
U000009,U000963,2025-02-20 12:00:28,
U000010,U000676,2022-10-01 00:35:28,none
U000006,U000785,2025-09-09 07:18:09,mentions
U000001,U000980,2023-06-15 04:57:39,
U000062,U000186,2025-03-19 06:15:37,none
U000039,U000617,2024-12-05 07:42:35,mentions
U000006,U000899,2025-08-17 21:16:56,mentions
U000002,U000699,2023-04-09 07:55:51,none
U001000,U000009,2023-08-11 06:23:54,mentions
U000002,U000421,2023-05-12 22:39:56,
U000005,U000959,2022-03-16 04:54:09,mentions
U000018,U000042,2024-02-01 12:10:47,
U000003,U000956,2024-07-13 18:22:11,none
U000013,U000568,2024-11-11 03:46:31,
U000006,U000822,2022-12-06 12:25:17,mentions
U000001,U000176,2024-12-04 18:07:02,all
U000001,U000595,2024-02-19 09:17:06,
U000007,U000572,2024-09-11 06:34:45,mentions
U000002,U000100,2023-10-16 10:44:28,none
U000012,U000041,2021-12-21 11:52:11,mentions
U000006,U000534,2024-03-26 23:19:41,none
U000012,U000287,2022-02-16 10:38:30,mentions
U000002,U000511,2024-02-12 16:08:53,
U000021,U000565,2025-07-07 03:22:03,mentions
U000005,U000790,2025-07-26 06:52:05,
U000001,U000411,2024-04-25 07:22:12,all
U000001,U000865,2024-11-16 20:48:36,
U000006,U000930,2022-12-18 03:42:01,none
U000005,U000505,2023-01-23 23:55:07,mentions
U000017,U000239,2022-11-01 16:21:09,none
U000017,U000472,2025-09-30 07:41:33,mentions
U000005,U000029,2025-09-13 01:57:17,
U000003,U000654,2025-08-08 21:30:41,all
U000010,U000576,2024-03-16 02:17:14,mentions
U000003,U000495,2023-06-22 01:29:09,none
U000012,U000306,2023-12-28 18:02:32,none
U000001,U000068,2024-02-28 18:45:01,mentions
U000004,U000493,2025-09-09 10:51:12,all
U000067,U000940,2023-03-14 13:24:32,none
U000005,U000060,2023-09-03 08:59:56,all
U000004,U000029,2024-11-13 12:16:00,
U000001,U000522,2025-11-04 15:26:59,
U000007,U000252,2023-03-14 18:43:48,
U000003,U000984,2022-07-01 08:02:10,
U000018,U000716,2024-10-09 17:45:52,mentions
U000008,U000762,2024-05-19 20:41:37,all
U000029,U000138,2022-08-24 04:39:44,mentions
U000002,U000630,2025-08-25 04:57:51,mentions
U000002,U000073,2025-06-22 07:00:01,
U000002,U000453,2023-06-15 10:35:32,all
U000030,U000120,2022-11-25 13:07:08,none
U000022,U000146,2023-07-29 00:03:50,mentions
U000002,U000902,2024-02-21 09:27:53,all
U000004,U000588,2022-10-20 05:14:23,
U000004,U000237,2022-02-01 02:31:01,mentions
U000008,U000701,2024-01-11 01:47:39,
U000214,U000841,2024-01-11 04:57:04,
U000002,U000569,2024-07-11 17:00:17,none
U000004,U000650,2024-02-09 11:49:33,mentions
U000002,U000063,2022-04-09 07:08:20,none
U000004,U000298,2022-08-07 17:03:43,
U000006,U000780,2024-04-27 18:36:17,mentions
U000002,U000516,2021-12-26 17:56:39,mentions
U000003,U000463,2025-10-23 02:55:38,none
U000003,U000530,2024-09-02 19:44:11,
U000008,U000661,2025-02-25 19:52:43,
U000004,U000836,2025-01-24 23:09:23,
U000002,U000761,2024-08-30 23:38:42,mentions
U000002,U000823,2024-04-25 08:45:06,
U000003,U000311,2024-12-25 03:14:01,
U000001,U000307,2022-01-11 04:36:05,none
U000002,U000150,2022-10-13 03:43:50,
U000002,U000479,2025-02-09 19:04:18,
U000053,U000112,2025-02-12 19:41:23,
U000002,U000488,2024-10-10 08:28:49,none
U000005,U000949,2022-07-13 13:37:02,
U000003,U000770,2025-05-09 10:46:37,
U000010,U000082,2025-01-11 06:28:10,all
U000002,U000523,2025-06-17 06:18:55,all
U000017,U000386,2023-09-25 18:42:59,
U000002,U000771,2025-07-23 08:43:38,all
U000009,U000130,2023-01-11 10:52:51,mentions
U000007,U000298,2023-06-11 09:51:07,
U000002,U000157,2022-11-15 19:59:56,all
U000001,U000039,2023-08-30 14:04:35,mentions
U000012,U000425,2025-06-23 04:46:48,none
U000003,U000508,2024-02-07 09:52:10,
U000004,U000995,2023-11-21 13:31:16,
U000003,U000053,2025-01-11 06:32:21,mentions
U000004,U000901,2022-02-28 22:33:31,mentions
U000008,U000520,2023-11-22 19:25:19,none
U000071,U000794,2023-08-16 17:23:44,none
U001000,U000211,2023-06-27 14:02:52,all
U000157,U000074,2023-03-24 23:56:53,none
U000005,U000359,2025-10-02 04:27:31,none
U000004,U000110,2024-07-31 17:33:23,none
U000006,U000863,2023-06-18 04:22:38,all
U000013,U000500,2022-02-16 07:21:52,none
U000006,U000564,2024-04-30 07:25:18,all
U000002,U000617,2022-08-21 22:11:37,
U000002,U000664,2025-03-28 11:01:59,none
U000007,U000353,2023-10-08 02:34:15,all
U000002,U000976,2024-01-31 22:53:27,
U000010,U000926,2025-04-21 02:14:20,all
U000002,U000774,2021-12-14 15:55:32,
U000046,U000337,2022-06-25 14:24:28,none
U000003,U000455,2022-06-20 16:57:45,none
U000002,U000065,2024-01-11 08:10:45,mentions
U000009,U000211,2024-04-26 22:57:15,all
U000001,U000223,2024-12-23 12:43:39,none
U000027,U000434,2023-10-03 13:23:45,
U000010,U000889,2022-10-29 11:54:17,
U000001,U000702,2023-10-18 12:48:13,
U000002,U000640,2024-09-04 00:49:28,
U000007,U000240,2025-09-21 17:29:34,all
U000037,U000297,2023-12-25 19:21:45,
U000004,U000733,2023-12-20 21:19:25,mentions
U000005,U000151,2025-06-28 14:33:24,none
U000004,U000515,2022-05-16 13:16:23,
U000006,U000401,2023-09-16 03:19:21,none
U000004,U000605,2025-09-29 08:02:19,
U000005,U000517,2022-02-18 06:12:29,
U000005,U000931,2024-01-16 17:33:21,mentions
U000011,U000941,2024-07-29 19:20:42,none
U000010,U000145,2025-05-12 04:13:34,
U000030,U000128,2025-01-27 15:41:21,mentions
U000017,U000742,2025-01-13 11:16:10,
U000008,U000808,2025-09-23 20:18:17,all
U000004,U000659,2023-10-31 01:59:11,none
U000001,U000469,2022-06-12 17:31:28,all
U000016,U000484,2023-09-16 21:11:31,
U000039,U000826,2023-02-27 07:37:34,
U000007,U000706,2023-06-30 01:25:50,
U000005,U000197,2025-11-30 02:14:38,
U000005,U000944,2022-05-05 19:22:17,
U000003,U000042,2024-09-25 16:01:03,all
U000005,U000307,2023-01-10 13:26:15,all
U000004,U000013,2023-09-30 17:41:25,all
U000002,U000565,2025-02-05 23:21:50,none
U000051,U000758,2024-12-30 23:04:29,
U000010,U000011,2025-10-06 06:26:06,
U000008,U000321,2023-09-06 04:58:19,mentions
U000002,U000509,2024-09-01 02:39:00,all
U000001,U000171,2023-03-10 20:15:16,none
U000026,U000354,2024-12-11 17:53:29,
U000002,U000320,2022-12-09 12:22:54,
U000004,U000974,2024-05-23 18:31:59,
U000056,U000930,2023-08-22 08:36:16,all
U000009,U000909,2024-09-06 20:27:58,all
U000003,U000947,2025-02-12 00:53:27,all
U000120,U000148,2023-04-17 05:10:57,none
U000003,U000763,2024-01-05 12:06:01,all
U000003,U000934,2025-11-08 10:10:16,
U000001,U000624,2022-05-06 17:07:45,mentions
U000006,U000079,2022-03-24 00:58:31,
U000039,U000589,2024-02-19 08:56:39,mentions
U000006,U000857,2023-02-10 11:07:50,
U000302,U000624,2023-12-12 18:01:42,
U000031,U000339,2024-07-17 20:12:01,none
U000001,U000115,2024-02-21 12:17:15,all
U000001,U000308,2025-03-27 23:54:35,none
U000002,U000027,2022-11-25 23:11:06,none
U000002,U000336,2025-06-25 23:26:54,mentions
U000001,U000620,2025-11-09 02:18:44,
U000002,U000249,2025-03-29 19:04:09,mentions
U000005,U000473,2022-01-31 14:58:11,
U000001,U000371,2023-08-17 03:04:41,
U000002,U000614,2025-06-18 14:38:16,
U000006,U000997,2023-07-11 22:20:03,none
U000037,U000452,2022-11-19 16:58:22,
U001000,U000473,2024-10-31 04:47:20,none
U000002,U000803,2022-09-01 13:02:38,all
U000005,U000880,2024-10-10 03:44:50,
U000098,U000766,2024-11-28 20:01:39,
U000002,U000604,2023-12-30 16:04:11,none
U000005,U000396,2022-12-05 05:42:45,mentions
U000600,U000467,2025-04-18 15:33:39,
U000001,U000426,2024-01-08 14:45:06,all
U000003,U000748,2022-08-28 13:00:02,all
U000021,U000555,2024-10-04 10:56:36,all
U000002,U000054,2022-09-29 09:22:59,mentions
U000003,U000850,2022-07-04 03:46:24,none
U000003,U000568,2025-05-06 12:42:13,
U000001,U000856,2025-02-01 20:35:36,
U000014,U000635,2022-05-25 05:59:33,
U000265,U000183,2023-02-02 00:21:18,
U000005,U000500,2024-04-20 01:41:02,
U000003,U000799,2023-09-02 07:24:59,
U000003,U000085,2022-08-29 11:36:46,all
U000004,U000715,2022-01-20 16:16:07,none
U000018,U000740,2022-09-18 20:42:45,
U000002,U000611,2023-04-05 15:03:15,none
U000002,U000785,2022-09-30 18:52:21,
U000002,U000644,2022-12-23 15:09:15,all
U000007,U000802,2022-06-25 22:29:31,none
U000022,U000474,2023-08-19 14:34:53,
U000018,U000662,2025-09-07 00:40:54,
U000067,U000202,2024-01-24 18:46:54,mentions
U000009,U000018,2024-07-14 02:59:30,all
U000026,U000336,2025-11-19 01:24:26,
U000059,U000071,2025-07-24 11:35:57,none
U000002,U000924,2022-05-07 23:28:37,
U000050,U000218,2022-05-20 22:21:14,none
U000002,U000957,2022-01-11 18:05:14,none
U000002,U000271,2024-01-11 07:57:14,none
U000004,U000834,2025-04-29 12:47:58,all
U000064,U000033,2025-01-08 13:51:52,none
U000003,U000183,2024-03-19 08:56:30,all
U000005,U000721,2025-08-01 01:40:46,
U000001,U000591,2024-08-08 23:08:05,
U000007,U000473,2023-01-20 03:56:04,
U000003,U000823,2024-11-13 08:06:41,
U000004,U000331,2022-09-14 02:52:48,
U000003,U000110,2023-08-10 07:49:52,
U000003,U000062,2023-11-05 18:55:35,all
U000004,U000928,2023-10-15 07:58:17,
U000022,U000534,2023-01-10 13:19:56,
U000004,U000043,2024-12-10 02:55:10,
U000022,U000497,2023-02-11 08:40:52,
U000008,U000604,2024-07-20 11:24:19,
U000001,U000934,2023-05-06 22:33:56,all
U000009,U000033,2025-07-23 05:58:37,
U000005,U000262,2022-01-16 09:37:20,none
U000005,U000326,2022-04-07 21:02:25,
U000004,U000358,2024-02-21 16:38:24,mentions
U000026,U000246,2022-08-14 17:47:07,
U000011,U000479,2023-12-26 20:39:16,all
U000103,U000309,2023-09-04 17:05:26,mentions
U000013,U000633,2024-06-19 07:00:31,mentions
