TWEET,HASHTAG,position_in_tweet,is_promoted
T0002218,H00158,3,False
T0002218,H00232,4,False
T0002219,H00224,1,True
T0002219,H00190,2,False
T0002219,H00152,3,False
T0002219,H00456,4,False
T0002219,H00044,5,False
T0002220,H00418,1,False
T0002221,H00091,1,False
T0002221,H00003,2,False
T0002221,H00169,3,False
T0002222,H00497,1,False
T0002222,H00428,2,False
T0002222,H00121,3,False
T0002222,H00231,4,False
T0002222,H00298,5,False
T0002223,H00322,1,False
T0002223,H00037,2,False
T0002224,H00173,1,False
T0002224,H00181,2,False
T0002224,H00258,3,False
T0002224,H00028,4,False
T0002225,H00280,1,False
T0002225,H00049,2,False
T0002225,H00231,3,False
T0002226,H00314,1,False
T0002226,H00343,2,False
T0002226,H00006,3,False
T0002226,H00198,4,False
T0002226,H00059,5,False
T0002227,H00305,1,False
T0002227,H00051,2,False
T0002228,H00487,1,False
T0002228,H00043,2,False
T0002228,H00058,3,False
T0002229,H00416,1,False
T0002229,H00456,2,False
T0002230,H00059,1,False
T0002230,H00487,2,False
T0002231,H00176,1,False
T0002231,H00326,2,False
T0002231,H00256,3,False
T0002231,H00381,4,False
T0002231,H00226,5,False
T0002232,H00344,1,False
T0002232,H00472,2,False
T0002232,H00045,3,False
T0002233,H00334,1,False
T0002233,H00020,2,False
T0002233,H00165,3,False
T0002234,H00143,1,False
T0002234,H00210,2,False
T0002234,H00369,3,False
T0002234,H00140,4,False
T0002235,H00192,1,False
T0002235,H00138,2,False
T0002235,H00474,3,False
T0002236,H00042,1,False
T0002236,H00337,2,False
T0002236,H00472,3,False
T0002236,H00442,4,False
T0002236,H00118,5,False
T0002237,H00232,1,False
T0002237,H00118,2,False
T0002237,H00388,3,False
T0002237,H00003,4,False
T0002237,H00423,5,False
T0002238,H00210,1,False
T0002238,H00369,2,False
T0002238,H00030,3,False
T0002238,H00298,4,False
T0002239,H00030,1,False
T0002239,H00335,2,False
T0002239,H00205,3,False
T0002239,H00221,4,False
T0002239,H00159,5,False
T0002242,H00231,1,False
T0002243,H00487,1,False
T0002243,H00478,2,False
T0002243,H00308,3,False
T0002243,H00178,4,False
T0002243,H00188,5,False
T0002244,H00226,1,False
T0002244,H00037,2,False
T0002244,H00171,3,False
T0002245,H00314,1,False
T0002245,H00252,2,False
T0002245,H00045,3,False
T0002245,H00039,4,False
T0002245,H00042,5,False
T0002246,H00444,1,False
T0002247,H00471,1,False
T0002248,H00267,1,False
T0002248,H00384,2,False
T0002248,H00070,3,False
T0002249,H00223,1,False
T0002249,H00122,2,False
T0002250,H00231,1,True
T0002250,H00162,2,False
T0002250,H00473,3,False
T0002250,H00268,4,False
T0002250,H00472,5,True
T0002251,H00194,1,False
T0002251,H00181,2,False
T0002251,H00471,3,False
T0002252,H00347,1,False
T0002252,H00223,2,False
T0002252,H00386,3,False
T0002252,H00183,4,False
T0002253,H00373,1,False
T0002253,H00381,2,False
T0002253,H00217,3,False
T0002254,H00343,1,False
T0002254,H00463,2,False
T0002254,H00421,3,False
T0002255,H00337,1,False
T0002255,H00221,2,False
T0002255,H00308,3,False
T0002255,H00331,4,False
T0002256,H00164,1,False
T0002256,H00413,2,False
T0002257,H00384,1,False
T0002257,H00196,2,False
T0002257,H00399,3,False
T0002257,H00176,4,False
T0002257,H00091,5,False
T0002258,H00208,1,True
T0002258,H00088,2,False
T0002258,H00049,3,False
T0002259,H00253,1,False
T0002259,H00122,2,False
T0002259,H00203,3,False
T0002260,H00169,1,False
T0002260,H00310,2,False
T0002260,H00006,3,False
T0002260,H00402,4,False
T0002261,H00337,1,False
T0002261,H00044,2,False
T0002261,H00423,3,False
T0002262,H00198,1,False
T0002262,H00402,2,False
T0002262,H00384,3,False
T0002262,H00192,4,False
T0002262,H00348,5,False
T0002263,H00198,1,False
T0002263,H00220,2,False
T0002263,H00162,3,False
T0002263,H00358,4,False
T0002263,H00371,5,False
T0002264,H00070,1,False
T0002264,H00181,2,False
T0002265,H00091,1,False
T0002266,H00109,1,True
T0002267,H00470,1,False
T0002267,H00070,2,False
T0002268,H00306,1,False
T0002268,H00198,2,False
T0002268,H00337,3,False
T0002269,H00194,1,False
T0002269,H00326,2,False
T0002269,H00233,3,False
T0002270,H00343,1,False
T0002270,H00413,2,False
T0002270,H00268,3,False
T0002270,H00269,4,False
T0002270,H00173,5,False
T0002271,H00386,1,False
T0002271,H00416,2,False
T0002271,H00358,3,False
T0002271,H00203,4,False
T0002271,H00158,5,False
T0002272,H00321,1,False
T0002272,H00010,2,False
T0002272,H00343,3,False
T0002273,H00138,1,False
T0002273,H00496,2,False
T0002273,H00010,3,False
T0002274,H00233,1,True
T0002274,H00496,2,False
T0002274,H00075,3,False
T0002275,H00253,1,False
T0002275,H00428,2,False
T0002275,H00006,3,False
T0002276,H00466,1,False
T0002277,H00018,1,False
T0002278,H00121,1,False
T0002278,H00009,2,False
T0002278,H00279,3,False
T0002278,H00208,4,False
T0002278,H00484,5,False
T0002279,H00190,1,False
T0002279,H00162,2,False
T0002279,H00494,3,False
T0002279,H00176,4,False
T0002280,H00386,1,False
T0002280,H00011,2,False
T0002280,H00472,3,False
T0002280,H00158,4,False
T0002281,H00089,1,False
T0002281,H00444,2,False
T0002281,H00462,3,False
T0002281,H00278,4,False
T0002282,H00314,1,False
T0002283,H00073,1,False
T0002283,H00058,2,False
T0002283,H00122,3,False
T0002284,H00380,1,False
T0002284,H00399,2,False
T0002285,H00231,1,False
T0002285,H00306,2,False
T0002285,H00469,3,False
T0002285,H00474,4,False
T0002286,H00224,1,False
T0002286,H00030,2,False
T0002287,H00196,1,False
T0002287,H00409,2,False
T0002287,H00215,3,False
T0002287,H00210,4,False
T0002288,H00226,1,False
T0002288,H00388,2,False
T0002288,H00018,3,False
T0002289,H00103,1,False
T0002289,H00288,2,False
T0002289,H00192,3,False
T0002290,H00358,1,False
T0002290,H00203,2,False
T0002290,H00252,3,False
T0002290,H00226,4,False
T0002291,H00374,1,False
T0002291,H00039,2,False
T0002292,H00395,1,False
T0002292,H00474,2,True
T0002293,H00196,1,False
T0002293,H00245,2,False
T0002293,H00371,3,False
T0002293,H00051,4,False
T0002293,H00334,5,False
T0002294,H00433,1,False
T0002294,H00177,2,False
T0002294,H00337,3,False
T0002294,H00176,4,False
T0002295,H00428,1,False
T0002295,H00337,2,True
T0002295,H00005,3,False
T0002296,H00330,1,False
T0002296,H00043,2,False
T0002296,H00430,3,False
T0002297,H00064,1,True
T0002297,H00084,2,False
T0002298,H00321,1,False
T0002298,H00233,2,False
T0002298,H00158,3,False
T0002299,H00220,1,False
T0002300,H00444,1,False
T0002300,H00402,2,True
T0002300,H00165,3,False
T0002300,H00369,4,False
T0002300,H00176,5,False
T0002301,H00444,1,False
T0002301,H00176,2,False
T0002301,H00164,3,False
T0002302,H00267,1,False
T0002302,H00469,2,True
T0002302,H00003,3,False
T0002303,H00181,1,False
T0002303,H00208,2,False
T0002303,H00284,3,False
T0002304,H00194,1,False
T0002304,H00103,2,False
T0002305,H00009,1,False
T0002306,H00011,1,False
T0002306,H00190,2,False
T0002306,H00284,3,False
T0002307,H00010,1,False
T0002308,H00421,1,False
T0002308,H00428,2,False
T0002308,H00384,3,False
T0002308,H00478,4,False
T0002309,H00103,1,False
T0002309,H00223,2,False
T0002309,H00028,3,False
T0002309,H00064,4,False
T0002310,H00253,1,False
T0002310,H00188,2,False
T0002310,H00466,3,False
T0002310,H00373,4,False
T0002310,H00154,5,False
T0002311,H00418,1,False
T0002311,H00469,2,True
T0002311,H00485,3,False
T0002311,H00423,4,False
T0002312,H00018,1,False
T0002312,H00380,2,False
T0002312,H00308,3,False
T0002312,H00032,4,False
T0002312,H00298,5,False
T0002314,H00472,1,False
T0002314,H00337,2,False
T0002314,H00344,3,False
T0002315,H00024,1,False
T0002315,H00177,2,False
T0002316,H00442,1,False
T0002316,H00497,2,False
T0002317,H00164,1,True
T0002317,H00348,2,False
T0002317,H00159,3,False
T0002317,H00210,4,False
T0002318,H00347,1,False
T0002318,H00252,2,False
T0002319,H00190,1,False
T0002319,H00305,2,False
T0002320,H00091,1,False
T0002320,H00140,2,False
T0002321,H00162,1,False
T0002322,H00414,1,False
T0002323,H00044,1,False
T0002324,H00322,1,False
T0002324,H00484,2,False
T0002325,H00143,1,True
T0002325,H00095,2,False
T0002325,H00154,3,False
T0002325,H00212,4,False
T0002325,H00253,5,False
T0002326,H00444,1,False
T0002326,H00471,2,False
T0002327,H00215,1,False
T0002327,H00451,2,False
T0002328,H00165,1,False
T0002330,H00484,1,False
T0002330,H00497,2,False
T0002331,H00474,1,False
T0002331,H00473,2,False
T0002331,H00421,3,False
T0002331,H00103,4,False
T0002332,H00485,1,False
T0002332,H00073,2,False
T0002332,H00472,3,False
T0002332,H00399,4,False
T0002332,H00323,5,False
T0002333,H00413,1,False
T0002333,H00474,2,False
T0002333,H00497,3,False
T0002333,H00223,4,False
T0002334,H00471,1,False
T0002334,H00334,2,False
T0002334,H00446,3,False
T0002334,H00284,4,False
T0002334,H00178,5,False
T0002335,H00239,1,False
T0002335,H00226,2,False
T0002335,H00417,3,False
T0002335,H00358,4,False
T0002336,H00253,1,False
T0002336,H00332,2,True
T0002337,H00469,1,False
T0002337,H00154,2,False
T0002337,H00416,3,False
T0002337,H00188,4,False
T0002338,H00165,1,False
T0002338,H00037,2,False
T0002338,H00298,3,False
T0002338,H00308,4,False
T0002339,H00226,1,False
T0002339,H00037,2,False
T0002340,H00428,1,False
T0002340,H00413,2,False
T0002340,H00239,3,False
T0002340,H00497,4,False
T0002340,H00348,5,False
T0002341,H00310,1,False
T0002341,H00152,2,False
T0002341,H00462,3,False
T0002341,H00323,4,False
T0002341,H00006,5,False
T0002342,H00188,1,False
T0002342,H00075,2,False
T0002342,H00159,3,False
T0002343,H00221,1,False
T0002343,H00119,2,False
T0002344,H00140,1,False
T0002344,H00121,2,False
T0002345,H00269,1,False
T0002345,H00478,2,False
T0002345,H00278,3,True
T0002347,H00371,1,False
T0002347,H00279,2,False
T0002348,H00433,1,False
T0002349,H00256,1,False
T0002349,H00252,2,False
T0002349,H00284,3,True
T0002350,H00267,1,False
T0002350,H00334,2,False
T0002350,H00487,3,False
T0002351,H00221,1,False
T0002351,H00051,2,False
T0002351,H00171,3,False
T0002352,H00030,1,False
T0002352,H00332,2,False
T0002353,H00451,1,False
T0002353,H00138,2,False
T0002353,H00323,3,False
T0002353,H00192,4,False
T0002353,H00416,5,False
T0002354,H00159,1,True
T0002354,H00442,2,False
T0002354,H00109,3,False
T0002355,H00205,1,False
T0002355,H00418,2,True
T0002355,H00158,3,False
T0002356,H00478,1,False
T0002356,H00380,2,False
T0002356,H00054,3,False
T0002357,H00220,1,False
T0002357,H00192,2,False
T0002357,H00039,3,False
T0002358,H00196,1,False
T0002358,H00337,2,False
T0002358,H00003,3,False
T0002358,H00326,4,False
T0002358,H00152,5,False
T0002359,H00009,1,False
T0002359,H00487,2,False
T0002359,H00041,3,False
T0002360,H00399,1,False
T0002360,H00469,2,False
T0002360,H00042,3,False
T0002361,H00220,1,False
T0002361,H00474,2,False
T0002361,H00314,3,False
T0002361,H00344,4,False
T0002362,H00430,1,False
T0002362,H00037,2,False
T0002363,H00009,1,False
T0002363,H00212,2,False
T0002364,H00497,1,False
T0002364,H00198,2,False
T0002364,H00111,3,False
T0002366,H00347,1,False
T0002366,H00032,2,False
T0002367,H00064,1,False
T0002367,H00351,2,False
T0002367,H00374,3,False
T0002368,H00223,1,False
T0002368,H00462,2,False
T0002368,H00335,3,False
T0002369,H00064,1,False
T0002369,H00402,2,False
T0002369,H00169,3,False
T0002370,H00278,1,False
T0002370,H00118,2,False
T0002371,H00337,1,False
T0002371,H00314,2,False
T0002373,H00051,1,True
T0002373,H00173,2,False
T0002373,H00176,3,False
T0002373,H00045,4,False
T0002373,H00428,5,False
T0002374,H00030,1,False
T0002374,H00444,2,False
T0002375,H00210,1,False
T0002375,H00215,2,False
T0002377,H00089,1,False
T0002377,H00005,2,False
T0002377,H00494,3,False
T0002377,H00384,4,False
T0002377,H00267,5,False
T0002378,H00269,1,False
T0002378,H00430,2,False
T0002378,H00395,3,False
T0002380,H00469,1,False
T0002380,H00226,2,False
T0002381,H00494,1,False
T0002381,H00103,2,False
T0002381,H00054,3,False
T0002381,H00337,4,False
T0002381,H00018,5,True
T0002382,H00158,1,False
T0002382,H00409,2,False
T0002383,H00003,1,False
T0002383,H00322,2,False
T0002383,H00395,3,False
T0002383,H00223,4,False
T0002384,H00205,1,False
T0002384,H00373,2,False
T0002384,H00024,3,True
T0002385,H00322,1,False
T0002385,H00220,2,False
T0002385,H00386,3,False
T0002386,H00091,1,True
T0002386,H00288,2,False
T0002386,H00154,3,False
T0002386,H00446,4,False
T0002387,H00472,1,False
T0002388,H00358,1,False
T0002388,H00177,2,False
T0002388,H00331,3,False
T0002388,H00039,4,False
T0002388,H00217,5,False
T0002389,H00335,1,False
T0002389,H00414,2,False
T0002389,H00433,3,False
T0002389,H00176,4,False
T0002390,H00428,1,False
T0002390,H00198,2,False
T0002390,H00159,3,False
T0002390,H00032,4,False
T0002390,H00003,5,False
T0002392,H00039,1,False
T0002393,H00073,1,False
T0002393,H00343,2,False
T0002394,H00177,1,False
T0002394,H00344,2,False
T0002394,H00470,3,False
T0002395,H00084,1,False
T0002396,H00218,1,False
T0002396,H00192,2,False
T0002396,H00166,3,False
T0002396,H00041,4,False
T0002396,H00497,5,False
T0002397,H00497,1,False
T0002397,H00485,2,False
T0002397,H00374,3,False
T0002397,H00386,4,False
T0002398,H00152,1,False
T0002398,H00433,2,False
T0002398,H00049,3,False
T0002398,H00037,4,False
T0002399,H00223,1,False
T0002399,H00018,2,False
T0002399,H00165,3,False
T0002400,H00212,1,False
T0002400,H00178,2,False
T0002400,H00043,3,False
T0002401,H00386,1,False
T0002401,H00471,2,False
T0002402,H00256,1,False
T0002402,H00442,2,False
T0002402,H00041,3,False
T0002402,H00203,4,True
T0002402,H00198,5,False
T0002403,H00054,1,False
T0002403,H00215,2,False
T0002403,H00258,3,False
T0002404,H00384,1,False
T0002404,H00496,2,False
T0002404,H00075,3,False
T0002405,H00032,1,False
T0002405,H00203,2,True
T0002405,H00456,3,False
T0002405,H00179,4,False
T0002405,H00463,5,False
T0002406,H00183,1,False
T0002406,H00196,2,False
T0002406,H00059,3,False
T0002406,H00003,4,True
T0002406,H00143,5,False
T0002408,H00469,1,False
T0002408,H00334,2,False
T0002408,H00165,3,False
T0002408,H00220,4,False
T0002408,H00140,5,False
T0002409,H00280,1,False
T0002409,H00462,2,False
T0002410,H00028,1,False
T0002410,H00194,2,False
T0002410,H00041,3,False
T0002411,H00413,1,False
T0002412,H00103,1,False
T0002412,H00428,2,False
T0002412,H00374,3,False
T0002412,H00469,4,False
T0002412,H00166,5,False
T0002413,H00140,1,False
T0002413,H00348,2,False
T0002413,H00414,3,False
T0002414,H00220,1,False
T0002414,H00281,2,False
T0002414,H00212,3,False
T0002414,H00279,4,False
T0002414,H00011,5,False
T0002415,H00064,1,False
T0002415,H00369,2,True
T0002415,H00337,3,False
T0002415,H00178,4,False
T0002416,H00147,1,False
T0002416,H00119,2,False
T0002416,H00330,3,False
T0002416,H00075,4,False
T0002416,H00171,5,False
T0002417,H00497,1,False
T0002417,H00118,2,False
T0002417,H00059,3,False
T0002417,H00089,4,False
T0002417,H00288,5,False
T0002418,H00267,1,False
T0002418,H00308,2,False
T0002418,H00118,3,False
T0002418,H00203,4,False
T0002418,H00421,5,False
T0002419,H00224,1,False
T0002419,H00121,2,False
T0002420,H00252,1,False
T0002421,H00494,1,False
T0002421,H00252,2,False
T0002421,H00399,3,False
T0002422,H00233,1,False
T0002422,H00267,2,False
T0002423,H00205,1,False
T0002423,H00198,2,False
T0002423,H00018,3,False
T0002423,H00310,4,False
T0002423,H00269,5,False
T0002424,H00308,1,False
T0002424,H00348,2,False
T0002424,H00224,3,False
T0002424,H00256,4,False
T0002424,H00095,5,False
T0002425,H00253,1,False
T0002426,H00369,1,False
T0002426,H00075,2,False
T0002427,H00178,1,False
T0002427,H00472,2,False
T0002427,H00164,3,False
T0002428,H00188,1,False
T0002428,H00402,2,True
T0002428,H00011,3,False
T0002428,H00463,4,False
T0002429,H00269,1,False
T0002429,H00045,2,False
T0002429,H00418,3,False
T0002430,H00413,1,False
T0002430,H00344,2,False
T0002431,H00225,1,False
T0002431,H00233,2,False
T0002432,H00323,1,False
T0002432,H00210,2,False
T0002432,H00045,3,False
T0002432,H00413,4,False
T0002433,H00122,1,False
T0002433,H00430,2,False
T0002433,H00043,3,False
T0002433,H00208,4,False
T0002434,H00298,1,False
T0002434,H00442,2,False
T0002435,H00042,1,False
T0002435,H00330,2,False
T0002436,H00205,1,False
T0002436,H00043,2,False
T0002436,H00326,3,False
T0002437,H00051,1,False
T0002437,H00045,2,False
T0002437,H00169,3,False
T0002438,H00006,1,False
T0002438,H00446,2,False
T0002438,H00497,3,False
T0002438,H00456,4,False
T0002439,H00470,1,False
T0002439,H00497,2,False
T0002439,H00442,3,False
T0002440,H00121,1,False
T0002440,H00494,2,False
T0002440,H00030,3,True
T0002440,H00471,4,False
T0002440,H00221,5,False
T0002441,H00474,1,False
T0002441,H00178,2,False
T0002442,H00298,1,False
T0002442,H00024,2,False
T0002442,H00456,3,False
T0002442,H00208,4,True
T0002443,H00181,1,False
T0002443,H00388,2,False
T0002443,H00064,3,False
T0002443,H00496,4,False
T0002444,H00463,1,True
T0002444,H00231,2,False
T0002444,H00395,3,False
T0002445,H00239,1,False
T0002445,H00003,2,False
T0002446,H00073,1,False
T0002446,H00374,2,False
T0002447,H00442,1,False
T0002447,H00232,2,False
T0002447,H00011,3,False
T0002448,H00220,1,False
T0002448,H00348,2,False
T0002448,H00054,3,True
T0002448,H00109,4,False
T0002449,H00478,1,False
T0002449,H00323,2,True
T0002450,H00417,1,False
T0002450,H00221,2,False
T0002451,H00305,1,False
T0002451,H00179,2,False
T0002451,H00469,3,False
T0002451,H00043,4,False
T0002451,H00413,5,False
T0002452,H00218,1,False
T0002452,H00413,2,False
T0002452,H00305,3,False
T0002452,H00089,4,False
T0002453,H00474,1,False
T0002453,H00051,2,False
T0002454,H00485,1,False
T0002454,H00421,2,False
T0002454,H00011,3,False
T0002454,H00478,4,False
T0002454,H00162,5,False
T0002455,H00388,1,False
T0002455,H00215,2,False
T0002455,H00058,3,False
T0002456,H00196,1,False
T0002456,H00138,2,False
T0002456,H00037,3,False
T0002457,H00121,1,False
T0002457,H00473,2,False
T0002458,H00196,1,False
T0002458,H00169,2,False
T0002458,H00122,3,False
T0002458,H00239,4,False
T0002459,H00203,1,False
T0002459,H00217,2,False
T0002459,H00039,3,False
T0002459,H00388,4,True
T0002459,H00109,5,False
T0002460,H00173,1,False
T0002461,H00268,1,False
T0002461,H00256,2,False
T0002461,H00217,3,False
T0002462,H00348,1,False
T0002462,H00032,2,False
T0002462,H00442,3,False
T0002462,H00284,4,False
T0002462,H00173,5,False
T0002463,H00011,1,False
T0002463,H00020,2,False
T0002463,H00119,3,False
T0002463,H00041,4,False
T0002463,H00463,5,False
T0002464,H00347,1,False
T0002465,H00032,1,False
T0002465,H00343,2,True
T0002465,H00306,3,False
T0002465,H00011,4,False
T0002466,H00423,1,False
T0002466,H00171,2,False
T0002467,H00462,1,False
T0002467,H00138,2,False
T0002467,H00487,3,False
T0002468,H00176,1,False
T0002468,H00196,2,False
T0002468,H00152,3,True
T0002468,H00305,4,False
T0002469,H00192,1,False
T0002469,H00183,2,False
T0002469,H00006,3,False
T0002470,H00190,1,False
T0002471,H00298,1,False
T0002471,H00194,2,False
T0002471,H00334,3,False
T0002472,H00268,1,False
T0002473,H00381,1,False
T0002473,H00169,2,False
T0002474,H00451,1,False
T0002474,H00314,2,False
T0002474,H00334,3,False
T0002475,H00091,1,False
T0002475,H00154,2,False
T0002475,H00179,3,False
T0002475,H00374,4,False
T0002475,H00143,5,False
T0002476,H00305,1,False
T0002476,H00497,2,False
T0002476,H00041,3,False
T0002476,H00121,4,False
T0002477,H00158,1,False
T0002477,H00323,2,False
T0002478,H00478,1,False
T0002478,H00226,2,False
T0002478,H00321,3,False
T0002478,H00395,4,False
T0002478,H00326,5,False
T0002479,H00305,1,False
T0002479,H00140,2,False
T0002480,H00351,1,False
T0002480,H00232,2,False
T0002480,H00030,3,False
T0002481,H00421,1,False
T0002481,H00456,2,False
T0002481,H00433,3,False
T0002482,H00456,1,False
T0002482,H00469,2,False
T0002482,H00039,3,False
T0002483,H00269,1,False
T0002483,H00005,2,False
T0002483,H00118,3,False
T0002483,H00194,4,False
T0002484,H00321,1,False
T0002484,H00472,2,False
T0002484,H00121,3,False
T0002484,H00278,4,True
T0002485,H00358,1,False
T0002485,H00059,2,False
T0002485,H00423,3,False
T0002485,H00245,4,False
T0002486,H00428,1,False
T0002486,H00188,2,False
T0002486,H00279,3,False
T0002487,H00073,1,False
T0002488,H00024,1,False
T0002488,H00348,2,False
T0002488,H00178,3,False
T0002488,H00159,4,False
T0002488,H00252,5,False
T0002489,H00298,1,False
T0002490,H00471,1,False
T0002490,H00226,2,False
T0002490,H00218,3,False
T0002491,H00140,1,False
T0002491,H00239,2,False
T0002492,H00388,1,False
T0002492,H00041,2,False
T0002493,H00224,1,False
T0002493,H00374,2,False
T0002494,H00497,1,False
T0002494,H00252,2,False
T0002495,H00409,1,False
T0002495,H00373,2,False
T0002495,H00416,3,True
T0002495,H00232,4,False
T0002495,H00247,5,False
T0002496,H00446,1,False
T0002496,H00121,2,False
T0002496,H00138,3,False
T0002496,H00347,4,False
T0002496,H00154,5,False
T0002497,H00217,1,False
T0002497,H00009,2,False
T0002497,H00399,3,False
T0002498,H00215,1,False
T0002498,H00332,2,False
T0002498,H00281,3,False
T0002499,H00337,1,False
T0002500,H00118,1,False
T0002500,H00413,2,False
T0002500,H00006,3,False
T0002500,H00386,4,False
T0002501,H00043,1,False
T0002501,H00194,2,False
T0002502,H00268,1,False
T0002503,H00413,1,False
T0002503,H00485,2,False
T0002503,H00471,3,False
T0002504,H00395,1,False
T0002504,H00166,2,False
T0002505,H00348,1,False
T0002506,H00280,1,False
T0002507,H00152,1,False
T0002507,H00143,2,False
T0002507,H00158,3,False
T0002507,H00233,4,False
T0002507,H00176,5,False
T0002508,H00487,1,False
T0002508,H00374,2,False
T0002508,H00231,3,False
T0002508,H00122,4,False
T0002509,H00224,1,False
T0002509,H00253,2,False
T0002509,H00280,3,False
T0002510,H00446,1,False
T0002510,H00344,2,False
T0002511,H00192,1,False
T0002511,H00462,2,False
T0002511,H00371,3,False
T0002512,H00075,1,False
T0002512,H00043,2,False
T0002512,H00456,3,False
T0002513,H00173,1,False
T0002513,H00215,2,False
T0002513,H00358,3,False
T0002513,H00051,4,False
T0002514,H00058,1,False
T0002514,H00388,2,True
T0002514,H00256,3,False
T0002514,H00169,4,False
T0002514,H00010,5,False
T0002515,H00278,1,False
T0002516,H00198,1,False
T0002516,H00386,2,False
T0002517,H00176,1,False
T0002517,H00384,2,False
T0002517,H00020,3,False
T0002518,H00330,1,False
T0002518,H00384,2,False
T0002518,H00332,3,False
T0002518,H00496,4,False
T0002518,H00232,5,False
T0002519,H00280,1,False
T0002519,H00091,2,False
T0002519,H00288,3,False
T0002520,H00220,1,False
T0002520,H00413,2,False
T0002520,H00119,3,False
T0002521,H00223,1,False
T0002521,H00433,2,False
T0002522,H00103,1,False
T0002522,H00239,2,False
T0002522,H00166,3,False
T0002522,H00413,4,False
T0002523,H00164,1,False
T0002523,H00446,2,False
T0002523,H00210,3,False
T0002524,H00220,1,False
T0002524,H00058,2,False
T0002525,H00095,1,False
T0002525,H00037,2,False
T0002525,H00369,3,True
T0002526,H00179,1,False
T0002526,H00173,2,False
T0002526,H00044,3,False
T0002526,H00215,4,False
T0002527,H00039,1,False
T0002527,H00042,2,False
T0002528,H00233,1,False
T0002528,H00414,2,False
T0002529,H00158,1,False
T0002529,H00417,2,False
T0002530,H00212,1,False
T0002530,H00162,2,False
T0002530,H00469,3,False
T0002530,H00305,4,False
T0002530,H00281,5,False
T0002531,H00044,1,False
T0002532,H00073,1,False
T0002533,H00374,1,False
T0002533,H00121,2,False
T0002534,H00281,1,False
T0002534,H00058,2,False
T0002534,H00321,3,False
T0002535,H00203,1,False
T0002535,H00173,2,True
T0002536,H00472,1,False
T0002536,H00005,2,True
T0002536,H00058,3,False
T0002536,H00024,4,False
T0002536,H00178,5,False
T0002537,H00032,1,False
T0002537,H00347,2,False
T0002538,H00119,1,False
T0002538,H00030,2,False
T0002539,H00054,1,False
T0002539,H00395,2,False
T0002539,H00181,3,False
T0002540,H00371,1,False
T0002540,H00388,2,False
T0002541,H00159,1,False
T0002541,H00347,2,False
T0002542,H00239,1,False
T0002542,H00188,2,False
T0002542,H00215,3,False
T0002542,H00147,4,False
T0002542,H00018,5,True
T0002543,H00223,1,False
T0002543,H00183,2,False
T0002543,H00416,3,False
T0002544,H00044,1,False
T0002544,H00463,2,False
T0002544,H00233,3,False
T0002544,H00487,4,False
T0002544,H00039,5,False
T0002545,H00323,1,False
T0002545,H00043,2,False
T0002546,H00188,1,False
T0002546,H00413,2,False
T0002546,H00472,3,False
T0002547,H00413,1,False
T0002547,H00326,2,True
T0002547,H00181,3,False
T0002547,H00358,4,False
T0002548,H00371,1,False
T0002548,H00208,2,False
T0002548,H00042,3,False
T0002549,H00423,1,False
T0002549,H00020,2,False
T0002549,H00469,3,False
T0002550,H00374,1,False
T0002550,H00421,2,False
T0002550,H00010,3,False
T0002550,H00183,4,False
T0002550,H00418,5,False
T0002551,H00111,1,False
T0002552,H00331,1,False
T0002552,H00178,2,False
T0002553,H00323,1,False
T0002553,H00369,2,False
T0002553,H00044,3,False
T0002553,H00030,4,False
T0002554,H00028,1,False
T0002554,H00020,2,False
T0002555,H00442,1,False
T0002555,H00351,2,False
T0002555,H00089,3,False
T0002556,H00334,1,False
T0002556,H00020,2,False
T0002556,H00322,3,False
T0002557,H00305,1,False
T0002557,H00474,2,False
T0002557,H00009,3,True
T0002557,H00473,4,False
T0002558,H00194,1,False
T0002558,H00051,2,False
T0002558,H00188,3,False
T0002558,H00118,4,False
T0002559,H00371,1,True
T0002559,H00252,2,False
T0002559,H00178,3,False
T0002560,H00119,1,False
T0002560,H00344,2,False
T0002560,H00332,3,False
T0002560,H00414,4,False
T0002560,H00386,5,False
T0002561,H00310,1,False
T0002561,H00348,2,False
T0002562,H00196,1,False
T0002562,H00181,2,False
T0002562,H00348,3,True
T0002562,H00158,4,False
T0002563,H00470,1,True
T0002563,H00474,2,False
T0002563,H00122,3,False
T0002564,H00179,1,False
T0002564,H00278,2,False
T0002564,H00351,3,False
T0002564,H00030,4,False
T0002565,H00045,1,False
T0002565,H00020,2,False
T0002566,H00374,1,False
T0002567,H00386,1,False
T0002567,H00451,2,False
T0002567,H00041,3,False
T0002567,H00268,4,False
T0002568,H00196,1,True
T0002568,H00314,2,False
T0002569,H00428,1,False
T0002569,H00041,2,False
T0002569,H00323,3,False
T0002570,H00369,1,False
T0002571,H00239,1,False
T0002571,H00288,2,False
T0002571,H00111,3,False
T0002571,H00308,4,False
T0002572,H00232,1,False
T0002572,H00064,2,False
T0002572,H00166,3,False
T0002572,H00322,4,False
T0002573,H00239,1,False
T0002573,H00494,2,False
T0002573,H00011,3,False
T0002573,H00010,4,False
T0002573,H00496,5,False
T0002574,H00279,1,False
T0002574,H00159,2,False
T0002574,H00049,3,False
T0002574,H00044,4,False
T0002574,H00220,5,False
T0002575,H00208,1,False
T0002575,H00009,2,False
T0002575,H00042,3,False
T0002575,H00267,4,True
T0002576,H00358,1,False
T0002576,H00247,2,False
T0002577,H00176,1,False
T0002577,H00212,2,False
T0002578,H00496,1,False
