USER,TWEET,posted_at,device_type,location_coordinates
U000666,T0002714,2025-05-12 11:54:45,iPhone,
U000390,T0002715,2022-10-09 01:22:07,,"79.010101,-65.059028"
U000869,T0002716,2023-07-19 02:12:06,,
U000256,T0002717,2024-05-19 17:28:16,,
U000809,T0002718,2025-01-09 04:59:53,Android,"-30.6015155,-166.172803"
U000880,T0002719,2024-12-29 08:59:17,iPhone,
U000538,T0002720,2023-01-22 05:54:07,,"-30.0807995,35.785917"
U000616,T0002721,2025-03-10 20:36:14,,
U000137,T0002722,2024-01-26 12:57:23,iPhone,"-5.265237,-69.553367"
U000126,T0002723,2024-03-31 17:04:37,Windows,
U000274,T0002724,2025-03-03 10:22:33,Android,
U001000,T0002725,2022-03-29 01:02:22,Windows,"56.3620995,179.452953"
U000834,T0002726,2022-12-28 07:32:41,Mac,"-71.968888,-52.893009"
U000248,T0002727,2022-01-06 07:07:20,Web,
U000319,T0002728,2024-02-09 14:11:39,iPhone,
U000816,T0002729,2025-03-09 02:39:23,,"54.0783395,138.670176"
U000906,T0002730,2022-10-06 16:04:32,Windows,
U000289,T0002731,2025-04-27 07:56:21,,
U000065,T0002732,2025-08-20 11:34:57,iPad,"6.1094435,-140.369865"
U000654,T0002733,2022-11-17 15:47:29,Android,
U000439,T0002734,2023-01-04 22:53:42,Web,
U000131,T0002735,2025-04-17 01:57:59,iPhone,
U000288,T0002736,2023-02-14 21:57:37,iPad,
U000267,T0002737,2025-11-24 18:29:17,iPhone,
U000842,T0002738,2025-01-31 16:03:46,Mac,
U000920,T0002739,2022-07-30 07:07:39,Web,"-39.803762,-70.605518"
U000218,T0002740,2022-10-16 08:41:46,Windows,
U000645,T0002741,2024-03-20 22:12:44,iPad,
U000685,T0002742,2022-06-17 21:35:06,Windows,"-46.860885,59.821758"
U000524,T0002743,2023-02-23 19:43:14,,"-3.791103,-34.397460"
U000519,T0002744,2025-10-09 19:49:34,Windows,
U000075,T0002745,2022-12-06 16:49:37,Web,"62.209766,119.973639"
U000280,T0002746,2023-03-23 16:37:03,Mac,"62.468482,-139.235780"
U000384,T0002747,2024-04-26 05:58:28,Mac,"61.3125625,84.381675"
U000267,T0002748,2025-06-14 18:12:29,,
U000788,T0002749,2024-02-06 23:43:46,Windows,
U000412,T0002750,2024-02-04 05:29:03,Windows,"19.0858595,-108.166506"
U000099,T0002751,2022-07-23 11:37:28,Windows,
U000224,T0002752,2022-07-05 21:04:21,Android,
U000238,T0002753,2022-02-14 08:09:31,,"-13.390385,-161.851641"
U000234,T0002754,2025-10-20 08:11:24,Mac,"48.126618,108.100577"
U000854,T0002755,2025-07-15 22:50:07,Mac,
U000689,T0002756,2023-04-18 21:36:04,,"46.8626975,-110.925065"
U000933,T0002757,2025-10-16 14:56:53,Android,
U000948,T0002758,2022-06-11 13:08:44,,
U000016,T0002759,2024-11-07 05:19:57,Web,"-52.9040205,-15.506957"
U000870,T0002760,2023-06-13 07:57:35,,"72.9403705,-151.518623"
U000782,T0002761,2021-12-20 05:11:15,Android,"52.082969,56.009133"
U000398,T0002762,2022-08-08 11:51:52,,"11.4879125,138.170145"
U000788,T0002763,2023-07-31 10:08:52,Windows,
U000392,T0002764,2024-11-18 09:24:48,Mac,
U000394,T0002765,2022-01-01 00:37:24,Windows,"36.7315545,-136.894181"
U000225,T0002766,2023-06-07 05:51:34,Android,"25.467391,-44.423655"
U000792,T0002767,2024-08-25 02:34:25,iPhone,
U000082,T0002768,2022-05-10 21:59:29,Mac,"-1.8387145,-94.210906"
U000561,T0002769,2021-12-03 23:58:21,Android,"-60.520771,-67.635754"
U000876,T0002770,2023-10-22 02:01:38,,"-53.872470,83.925539"
U000185,T0002771,2022-05-03 20:21:59,Mac,
U000204,T0002772,2023-10-08 17:53:31,,"-5.010387,-6.078037"
U000576,T0002773,2025-01-15 12:14:41,Web,"84.3609375,129.689825"
U000786,T0002774,2022-09-02 02:27:31,Web,
U000709,T0002775,2022-01-31 14:51:09,iPad,"-88.7702035,-143.779651"
U000430,T0002776,2023-11-25 00:50:27,,
U000656,T0002777,2024-02-27 13:29:54,Android,"42.451362,-154.729281"
U000962,T0002778,2024-03-06 15:52:40,Windows,"-0.3843135,-165.522973"
U000463,T0002779,2023-12-29 20:26:55,iPhone,"-19.773187,32.065918"
U000033,T0002780,2024-02-24 08:22:59,iPhone,
U000679,T0002781,2023-09-17 01:05:38,iPhone,
U000600,T0002782,2021-12-26 00:55:20,iPad,"-46.268182,-143.633714"
U000022,T0002783,2023-09-01 03:10:59,Web,"-42.106465,12.939867"
U000507,T0002784,2024-07-05 16:26:18,,
U000645,T0002785,2023-12-08 13:45:48,Web,
U000651,T0002786,2025-10-03 13:00:48,,
U000669,T0002787,2025-03-17 18:03:41,,
U000776,T0002788,2023-10-21 07:17:22,,
U000626,T0002789,2025-03-20 18:05:36,Windows,
U000825,T0002790,2024-04-02 13:17:55,Android,
U000426,T0002791,2025-06-03 18:50:57,Web,
U000501,T0002792,2025-04-06 06:30:28,Android,
U000431,T0002793,2025-08-29 13:16:11,Windows,"56.4108725,-20.438267"
U000109,T0002794,2022-03-09 15:43:16,Android,
U000082,T0002795,2025-07-30 01:56:54,,
U000583,T0002796,2024-08-05 04:29:35,iPhone,"-46.6960945,-136.218580"
U000072,T0002797,2023-09-10 22:02:43,iPad,"-0.1972795,-125.717726"
U000275,T0002798,2025-01-12 05:25:42,iPhone,
U000152,T0002799,2025-01-22 22:18:02,Windows,
U000144,T0002800,2025-05-05 04:17:44,Web,
U000288,T0002801,2023-10-27 07:16:29,iPhone,
U000063,T0002802,2025-05-29 15:48:06,Windows,
U000542,T0002803,2024-02-27 17:40:08,Mac,
U000557,T0002804,2025-10-21 19:09:40,,
U000623,T0002805,2022-04-12 06:31:17,,"39.4547975,173.983896"
U000830,T0002806,2025-11-21 11:35:40,Mac,"-17.059104,-79.590586"
U000672,T0002807,2022-10-17 15:01:33,,
U000401,T0002808,2023-10-06 05:26:07,Windows,"0.4175365,12.019311"
U000339,T0002809,2024-02-06 23:25:55,Web,
U000607,T0002810,2024-05-16 08:47:47,,
U000409,T0002811,2022-03-04 02:17:26,Windows,
U000746,T0002812,2025-04-04 05:40:50,iPad,"70.8440785,129.872441"
U000854,T0002813,2021-12-31 02:35:08,Mac,"38.682974,118.755313"
U000598,T0002814,2023-05-17 01:01:32,Android,"7.2142255,-118.513020"
U000542,T0002815,2025-04-04 21:53:20,Windows,"-22.9863505,39.740408"
U000223,T0002816,2024-12-05 07:49:58,Mac,
U000220,T0002817,2022-08-09 19:38:53,,"18.642551,-84.794914"
U000027,T0002818,2022-01-16 02:44:42,iPhone,
U000976,T0002819,2022-02-11 16:42:15,Web,
U000208,T0002820,2025-04-16 04:55:36,Mac,
U000729,T0002821,2025-09-11 02:17:27,,
U000350,T0002822,2025-03-17 15:29:54,,
U000840,T0002823,2025-05-09 05:41:42,Android,
U000358,T0002824,2024-08-09 09:52:41,iPhone,
U000398,T0002825,2023-10-31 14:28:34,,
U000802,T0002826,2025-11-11 08:35:41,Web,"-32.704534,-2.886505"
U000834,T0002827,2024-05-22 03:43:51,Windows,
U000528,T0002828,2024-04-02 16:56:46,Windows,
U000377,T0002829,2023-01-08 00:48:31,Web,
U000062,T0002830,2022-06-08 21:16:51,Web,"23.663036,14.035088"
U000945,T0002831,2025-02-22 21:23:23,iPhone,
U000720,T0002832,2023-02-20 20:30:40,iPhone,
U000098,T0002833,2022-09-19 04:54:15,Windows,"-4.212812,-131.445455"
U000922,T0002834,2022-04-11 22:55:15,Android,"-54.973662,-33.034582"
U000342,T0002835,2024-01-13 17:41:44,,
U000670,T0002836,2023-01-03 18:17:12,iPhone,
U000959,T0002837,2025-03-21 04:47:57,iPad,"18.187070,136.840887"
U000430,T0002838,2024-06-11 09:41:59,Web,
U000241,T0002839,2023-08-07 09:37:48,Mac,"-51.9541245,-24.184517"
U000583,T0002840,2024-06-20 20:24:45,Windows,
U000352,T0002841,2022-06-19 08:15:22,,
U000552,T0002842,2023-08-25 17:43:42,Mac,"-81.9393005,-100.710522"
U000494,T0002843,2023-10-22 01:23:59,Android,"-19.2764105,5.803067"
U000091,T0002844,2025-08-03 20:43:48,iPad,
U000998,T0002845,2024-07-21 01:19:09,Android,"85.276055,76.906250"
U000031,T0002846,2023-04-28 09:31:19,,
U000730,T0002847,2023-01-15 04:46:41,iPhone,"-61.942173,64.992552"
U000831,T0002848,2023-09-27 23:22:25,,"-82.3223235,162.861514"
U000636,T0002849,2023-10-25 04:45:10,iPad,"1.3074665,58.756452"
U000228,T0002850,2025-09-07 03:35:09,,
U000933,T0002851,2022-02-10 11:20:18,Web,"-17.616158,-169.376638"
U000719,T0002852,2022-04-13 20:31:05,,"-21.0499165,-150.956817"
U000723,T0002853,2025-09-24 09:20:02,Windows,"-25.296874,-91.607244"
U000824,T0002854,2023-10-20 18:31:04,Web,
U000775,T0002855,2023-05-20 19:18:44,Mac,"48.6025545,-164.927552"
U000793,T0002856,2024-01-09 13:15:06,,
U000522,T0002857,2024-08-04 13:42:36,,"4.0828725,105.184588"
U000408,T0002858,2023-11-28 10:18:45,,"30.691069,170.667182"
U000028,T0002859,2025-04-08 20:30:21,Mac,"22.310021,-84.238444"
U000086,T0002860,2025-01-21 20:52:52,Android,
U000836,T0002861,2022-04-10 17:10:24,iPad,
U000063,T0002862,2022-02-23 06:51:04,Mac,
U000942,T0002863,2023-05-02 21:08:26,Android,
U000924,T0002864,2022-09-24 12:07:35,iPhone,"-51.466583,0.589540"
U000148,T0002865,2023-09-01 16:09:23,,"-89.142860,148.978186"
U000248,T0002866,2024-06-01 11:52:29,,
U000134,T0002867,2022-05-31 22:50:56,Android,
U000747,T0002868,2023-08-23 01:51:20,iPad,
U000654,T0002869,2025-09-26 06:12:42,,"-83.716382,133.681824"
U000689,T0002870,2022-09-13 08:27:41,,
U000357,T0002871,2025-10-14 00:33:38,Android,
U000928,T0002872,2022-10-15 05:53:27,iPhone,"-27.9533405,12.411736"
U000534,T0002873,2022-02-09 19:27:46,,"60.425899,155.253766"
U000574,T0002874,2023-11-12 22:18:33,iPad,"23.8377235,-161.019912"
U000008,T0002875,2024-08-09 05:15:02,iPhone,"67.1965735,97.078241"
U000761,T0002876,2025-02-05 16:20:14,iPad,
U000871,T0002877,2023-12-09 10:24:04,Web,
U000529,T0002878,2025-11-18 01:28:14,iPhone,
U000489,T0002879,2024-09-17 05:14:14,iPad,
U000673,T0002880,2021-12-20 13:05:52,,"15.7509905,122.688163"
U000658,T0002881,2021-12-09 00:13:30,Windows,"-5.4896925,17.851272"
U000641,T0002882,2023-06-03 02:39:42,,"39.5925675,-174.719874"
U000700,T0002883,2022-09-25 22:01:29,Mac,"-37.6309955,89.901870"
U000430,T0002884,2022-07-05 13:26:16,iPad,"78.5936615,-113.225207"
U000559,T0002885,2024-07-02 09:45:54,iPhone,
U000508,T0002886,2022-12-05 03:06:27,Android,
U000554,T0002887,2022-07-02 06:59:31,,"-39.5086605,-118.568245"
U000943,T0002888,2025-05-30 03:23:58,Android,
U000776,T0002889,2023-10-18 19:24:20,,
U000902,T0002890,2025-11-02 00:21:05,Android,
U000717,T0002891,2024-07-17 00:31:40,Web,
U000102,T0002892,2025-08-02 22:23:03,,"-23.585358,154.105499"
U000034,T0002893,2022-06-01 00:53:13,Web,"-21.2047865,109.399815"
U000228,T0002894,2023-12-31 20:07:51,,"-50.5615525,-67.220035"
U000849,T0002895,2025-09-19 12:07:18,Windows,
U000533,T0002896,2023-04-18 08:16:21,Mac,"26.0870915,-20.641807"
U000691,T0002897,2023-11-03 06:14:23,,
U000502,T0002898,2022-06-13 20:14:29,Web,
U000347,T0002899,2024-07-16 17:19:09,,"-26.002148,60.200819"
U000698,T0002900,2022-06-12 17:43:09,Web,
U000259,T0002901,2022-02-25 22:36:30,,"-23.8943765,-105.019444"
U000030,T0002902,2022-11-10 23:58:37,Mac,"-31.609327,1.867472"
U000580,T0002903,2023-09-02 06:51:43,iPad,
U000334,T0002904,2023-10-08 22:19:43,Web,
U000251,T0002905,2022-04-13 01:43:56,Web,
U000656,T0002906,2023-04-14 10:28:27,iPad,"-78.5934605,20.162424"
U000952,T0002907,2022-05-18 10:15:00,,"-33.639311,-138.720995"
U000430,T0002908,2023-08-31 11:08:38,,
U000568,T0002909,2024-05-07 08:31:19,,"-11.572006,39.853272"
U000884,T0002910,2025-05-09 13:58:24,,"-15.942456,141.944087"
U000001,T0002911,2023-11-14 19:20:57,,"59.671791,-130.291826"
U000158,T0002912,2023-07-07 13:21:26,iPad,"-0.1205375,-39.041205"
U000645,T0002913,2024-01-22 10:15:21,,"-31.9235655,-82.968825"
U000159,T0002914,2024-09-06 08:33:13,,"75.219798,-89.107426"
U000466,T0002915,2025-05-10 07:13:37,,"60.6685985,53.821522"
U000922,T0002916,2022-04-05 12:40:44,Mac,"-17.1496425,-24.898880"
U000210,T0002917,2023-02-27 17:33:24,Mac,
U000401,T0002918,2023-06-20 06:25:22,,
U000999,T0002919,2024-11-23 04:46:00,,
U000466,T0002920,2025-02-11 04:16:15,Mac,"89.043027,-127.830133"
U000712,T0002921,2023-06-04 07:27:47,Android,"41.499078,-131.701527"
U000341,T0002922,2024-09-20 09:46:45,Android,
U000904,T0002923,2024-05-10 04:07:07,Mac,"46.0117615,-5.958344"
U000840,T0002924,2024-01-22 22:32:42,Windows,"-89.989061,-144.119444"
U000360,T0002925,2024-06-30 11:54:17,iPhone,"-10.800059,-33.266600"
U000765,T0002926,2022-02-25 11:35:54,Android,
U000517,T0002927,2023-06-07 02:07:10,Android,"12.2280225,-129.858850"
U000269,T0002928,2025-05-28 01:22:09,Android,"-74.2868045,85.018110"
U000100,T0002929,2023-08-21 00:02:59,iPhone,
U000984,T0002930,2024-09-13 12:22:58,,
U000602,T0002931,2022-08-08 19:58:23,Web,"56.2224805,120.859797"
U000777,T0002932,2024-12-22 12:06:20,,"-78.208746,-26.567785"
U000844,T0002933,2024-09-09 01:59:18,Web,
U000336,T0002934,2023-10-15 22:10:42,Android,"-37.5015365,117.468842"
U000611,T0002935,2024-07-08 19:12:32,Mac,"-70.1467235,80.314679"
U000099,T0002936,2022-05-09 09:42:34,,"11.2374935,-153.760745"
U000576,T0002937,2022-04-13 05:39:23,iPhone,
U000287,T0002938,2025-03-26 05:44:47,Mac,
U000277,T0002939,2024-03-27 07:18:04,iPhone,"65.320475,11.993669"
U000179,T0002940,2025-09-03 05:33:25,Mac,"12.848651,104.209496"
U000408,T0002941,2021-12-20 07:02:08,Mac,"65.382066,134.550155"
U000506,T0002942,2023-05-16 14:25:43,iPhone,"-17.334405,-153.414690"
U000678,T0002943,2024-08-11 05:52:52,,
U000293,T0002944,2023-01-09 20:56:02,Windows,"-72.280048,-159.628462"
U000330,T0002945,2024-01-19 02:09:23,Windows,"3.096963,-19.786653"
U000353,T0002946,2024-04-12 09:45:00,Windows,"-63.3433795,-81.181103"
U000432,T0002947,2024-03-26 19:52:24,Windows,"10.981826,-133.989944"
U000838,T0002948,2023-03-02 03:38:14,iPhone,
U000669,T0002949,2022-11-28 20:03:29,Android,"70.317361,86.652984"
U000157,T0002950,2024-11-04 20:08:45,Android,
U000700,T0002951,2025-05-23 21:02:49,iPad,
U000119,T0002952,2025-04-18 09:47:40,iPhone,
U000926,T0002953,2021-12-19 02:22:12,,"-39.3926085,99.120904"
U000052,T0002954,2023-09-08 19:17:40,Web,"74.528635,42.546214"
U000497,T0002955,2024-05-25 05:00:34,Web,"55.7827795,163.567641"
U000470,T0002956,2025-09-13 11:04:21,iPhone,"-79.4849615,-66.214567"
U000342,T0002957,2023-09-24 16:03:32,,"63.761955,-110.483439"
U000880,T0002958,2023-03-21 05:53:46,iPhone,
U000428,T0002959,2024-09-14 23:48:37,Windows,
U000692,T0002960,2025-09-09 14:40:21,,
U000794,T0002961,2025-05-11 09:24:08,,"47.7160465,102.111270"
U000016,T0002962,2023-06-14 08:40:32,Mac,
U000256,T0002963,2024-04-01 08:19:34,iPad,"53.0588125,-5.368295"
U000769,T0002964,2023-02-28 11:28:44,,"2.864918,18.387156"
U000353,T0002965,2023-11-14 18:46:38,Web,"17.8583085,-139.668533"
U000340,T0002966,2024-12-05 22:42:53,Mac,
U000554,T0002967,2025-08-28 12:28:53,Windows,"-60.7812715,-53.822281"
U000274,T0002968,2024-10-20 13:42:53,Mac,
U000411,T0002969,2024-02-06 11:35:04,Mac,
U000053,T0002970,2023-02-12 03:55:48,,
U000657,T0002971,2025-02-26 11:21:52,Android,
U000522,T0002972,2022-03-04 13:24:20,Mac,
U000521,T0002973,2023-08-21 22:58:12,iPad,
U000706,T0002974,2022-06-22 23:47:27,Web,
U000395,T0002975,2024-02-10 03:46:05,Android,
U000932,T0002976,2022-02-04 20:08:17,iPhone,"62.4538745,-0.515362"
U000605,T0002977,2025-10-14 03:31:08,iPhone,
U000877,T0002978,2022-02-11 02:49:06,Windows,"1.173633,-130.551291"
U000287,T0002979,2022-05-08 13:20:01,,"56.7038385,77.248289"
U000682,T0002980,2022-07-16 15:30:08,,"-50.842929,-178.864394"
U000296,T0002981,2022-11-03 03:10:06,,"-83.303387,73.532787"
U000985,T0002982,2023-01-08 23:52:04,Windows,
U000882,T0002983,2023-07-08 05:16:41,,"-89.7302965,38.330249"
U000803,T0002984,2023-01-10 10:33:47,Android,
U000559,T0002985,2023-12-27 00:53:16,iPhone,"-39.0654235,23.773002"
U000619,T0002986,2022-02-19 07:41:42,,
U000701,T0002987,2022-02-04 21:57:32,Web,
U000211,T0002988,2024-10-17 23:26:20,Web,"28.5508215,122.506026"
U000972,T0002989,2023-05-05 13:14:35,Mac,
U000084,T0002990,2024-09-28 17:08:24,Windows,
U000682,T0002991,2022-05-01 11:50:02,iPad,
U000324,T0002992,2025-12-02 16:05:10,iPhone,"-49.208440,108.944781"
U000809,T0002993,2022-04-04 00:47:40,Windows,
U000927,T0002994,2022-03-21 08:54:28,Mac,"20.924640,-123.738808"
U000029,T0002995,2023-09-17 04:45:18,Android,"-86.181026,132.706339"
U000430,T0002996,2022-09-13 16:25:49,,
U000307,T0002997,2022-01-04 21:41:19,,"6.7772175,23.512853"
U000545,T0002998,2024-02-18 07:30:46,Web,"-12.2668055,44.356416"
U000551,T0002999,2023-08-14 22:58:31,iPad,
U000579,T0003000,2024-03-20 08:31:19,iPhone,"-29.7149595,-105.291669"
U000093,T0003001,2021-12-21 09:24:58,iPad,"32.3010855,125.215603"
U000215,T0003002,2022-12-24 17:01:01,,"-72.218252,79.043630"
U000357,T0003003,2024-02-08 03:44:07,Web,
U000784,T0003004,2022-03-07 04:26:45,Web,
U000207,T0003005,2025-03-11 17:46:58,,
U000988,T0003006,2023-12-13 05:38:53,Web,
U000080,T0003007,2025-04-28 15:24:36,iPad,"-41.0708625,-105.716155"
U000477,T0003008,2022-12-18 17:36:02,Android,
U000290,T0003009,2024-09-17 15:06:35,Mac,"12.7909195,-85.554183"
U000508,T0003010,2021-12-04 10:38:21,Android,
U000650,T0003011,2023-05-12 20:12:50,iPhone,
U000046,T0003012,2024-11-19 04:42:52,iPhone,"-77.8157855,-57.819704"
U000398,T0003013,2022-08-17 02:50:01,Web,
U000697,T0003014,2023-03-26 00:15:14,Android,"-1.171260,135.666508"
U000766,T0003015,2024-08-30 21:03:49,Android,
U000285,T0003016,2023-04-03 21:04:21,,
U000825,T0003017,2024-06-03 21:53:34,iPad,
U000155,T0003018,2024-02-15 22:08:34,,"-50.4149085,175.783064"
U000276,T0003019,2021-12-07 14:14:29,Windows,
U000894,T0003020,2024-10-23 07:28:47,,
U000391,T0003021,2024-06-29 23:08:13,Web,
U000814,T0003022,2024-07-25 04:16:22,Mac,
U000649,T0003023,2023-09-18 13:21:31,Android,"50.7666315,-1.434581"
U000342,T0003024,2023-07-02 20:00:42,iPad,
U000037,T0003025,2023-12-19 23:07:02,Windows,"24.002889,130.046347"
U000919,T0003026,2022-04-11 23:47:45,iPad,"-0.0380555,124.461713"
U000232,T0003027,2024-02-27 19:08:43,iPhone,
U000935,T0003028,2025-09-20 06:58:53,iPad,
U000202,T0003029,2023-09-12 15:51:56,Mac,
U000429,T0003030,2022-02-18 10:56:57,Windows,
U000973,T0003031,2024-12-20 17:10:08,Android,"-50.1762785,134.407202"
U000065,T0003032,2024-03-12 18:07:42,Android,"-11.1243355,142.877159"
U000628,T0003033,2024-04-15 08:38:15,iPad,
U000594,T0003034,2023-11-04 06:49:26,iPhone,"29.3885985,64.163122"
U000501,T0003035,2023-05-29 02:07:38,Android,"77.1736135,-89.160143"
U000930,T0003036,2021-12-30 04:50:37,iPad,"36.1187155,-47.872022"
U000129,T0003037,2025-03-18 11:25:56,iPad,
U000011,T0003038,2022-03-09 12:30:34,iPad,"-71.6807225,-72.031694"
U000106,T0003039,2022-12-02 04:06:30,Web,
U000859,T0003040,2022-11-12 23:16:00,Web,"69.3886435,-7.528367"
U000650,T0003041,2025-05-24 01:27:30,iPhone,"25.9742885,66.194848"
U000956,T0003042,2023-05-14 00:36:03,Mac,
U000729,T0003043,2024-05-08 01:34:58,Android,
U000044,T0003044,2024-07-24 09:54:05,iPhone,
U000066,T0003045,2025-07-07 16:54:31,iPhone,"33.666921,27.294281"
U000481,T0003046,2024-05-13 12:01:04,iPhone,"13.5163625,-54.139109"
U000778,T0003047,2025-06-20 18:45:30,Mac,
U000823,T0003048,2022-11-10 18:43:31,,
U000854,T0003049,2022-12-25 19:56:47,,"7.249950,12.101525"
U000112,T0003050,2025-01-03 16:32:26,,
U000422,T0003051,2025-11-04 19:06:22,iPhone,
U000135,T0003052,2024-03-01 05:21:20,Web,
U000756,T0003053,2023-04-30 03:42:59,,
U000708,T0003054,2023-02-22 11:37:15,,"84.472077,-113.874626"
U000196,T0003055,2022-11-11 06:11:36,,"-8.405422,167.016247"
U000558,T0003056,2023-01-24 07:01:00,Android,
U000063,T0003057,2023-03-03 17:26:29,iPad,"-25.509991,45.399450"
U000239,T0003058,2025-11-17 18:53:10,Android,"16.0283345,71.351236"
U000120,T0003059,2023-12-26 21:58:25,iPad,"-79.089272,-8.287605"
U000288,T0003060,2023-02-04 17:28:12,Windows,"80.0407855,-46.149078"
U000500,T0003061,2023-08-12 00:09:32,Web,
U000772,T0003062,2023-03-15 23:06:47,Mac,"-44.7630615,-82.906485"
U000957,T0003063,2025-02-13 10:09:22,iPad,
U000566,T0003064,2023-06-15 21:36:51,,"29.850728,-108.705665"
U000402,T0003065,2024-10-31 00:08:21,Android,
U000972,T0003066,2025-04-20 12:06:42,,
U000434,T0003067,2023-11-13 01:02:52,,
U000440,T0003068,2025-09-29 08:58:24,,
U000613,T0003069,2025-09-20 04:38:42,Mac,
U000466,T0003070,2025-01-23 19:36:51,,"21.4924875,-31.937972"
U000308,T0003071,2023-10-26 14:49:13,,
U000171,T0003072,2025-03-06 10:59:13,Android,
U000543,T0003073,2022-08-09 00:01:53,Android,"-58.970989,-88.271376"
U000202,T0003074,2024-08-28 13:29:50,Web,
U000346,T0003075,2024-08-12 23:31:00,iPhone,
U000029,T0003076,2023-03-08 01:17:19,Windows,
U000872,T0003077,2025-09-05 21:37:02,,
U000307,T0003078,2024-03-07 06:28:18,,
U000190,T0003079,2024-09-16 23:54:35,Android,
U000454,T0003080,2025-02-03 00:07:14,Mac,"75.4854195,-104.848868"
U000226,T0003081,2023-09-18 18:16:12,Android,"-21.6838745,116.795576"
U000357,T0003082,2023-06-16 02:36:48,,
U000989,T0003083,2024-06-20 05:15:44,Android,
U000286,T0003084,2025-02-26 17:31:53,,"-83.236070,-71.619782"
U000567,T0003085,2024-01-26 21:19:00,Windows,"55.966303,19.422878"
U000213,T0003086,2025-04-15 11:23:36,iPad,"-58.449359,62.928751"
U000374,T0003087,2025-06-13 13:37:01,iPhone,"50.844622,-11.434598"
U000625,T0003088,2025-09-28 03:38:58,,
U000349,T0003089,2025-07-31 13:39:47,,"-34.408545,42.230003"
U000354,T0003090,2024-10-02 03:55:55,iPad,
U000715,T0003091,2025-01-14 20:36:47,iPhone,
U000895,T0003092,2025-07-14 13:06:31,Mac,
U000516,T0003093,2022-09-04 06:06:08,iPad,"-6.8682085,-147.694343"
U000737,T0003094,2025-12-01 04:12:24,Web,
U000276,T0003095,2023-01-27 18:04:19,Windows,
U000891,T0003096,2022-09-25 21:38:16,Mac,"-62.927411,-145.938464"
U000140,T0003097,2024-11-08 08:37:24,Android,
U000958,T0003098,2023-09-06 07:34:42,Windows,
U000694,T0003099,2021-12-05 06:06:16,Windows,"46.1025655,-132.152623"
U000641,T0003100,2024-07-09 16:32:10,,
U000914,T0003101,2022-06-03 07:30:37,Web,
U000670,T0003102,2025-09-04 18:31:46,iPhone,
U000457,T0003103,2022-03-01 03:49:54,Windows,"-34.3797315,52.900262"
U000957,T0003104,2025-01-01 13:07:23,Web,"45.6697285,-99.537346"
U000583,T0003105,2025-04-08 02:57:10,iPad,
U000842,T0003106,2025-11-10 11:36:36,Web,"4.992770,-41.632268"
U000204,T0003107,2021-12-19 08:26:57,Android,
U000871,T0003108,2022-03-11 16:30:41,Android,
U000069,T0003109,2023-11-01 20:17:46,,
U000490,T0003110,2021-12-17 18:18:23,,
U000273,T0003111,2022-05-08 17:18:21,,
U000344,T0003112,2022-12-18 19:18:35,iPad,"2.684297,131.948144"
U000031,T0003113,2025-08-14 09:16:36,Windows,
U000971,T0003114,2023-04-16 23:47:01,,"28.090719,45.630316"
U000373,T0003115,2024-06-02 16:51:23,,"-52.820216,-84.406122"
U000601,T0003116,2022-03-07 12:44:38,iPad,
U000667,T0003117,2023-04-06 14:53:14,iPad,
U000424,T0003118,2025-08-12 22:58:15,Android,
U000755,T0003119,2023-07-01 01:34:21,,"-75.244255,-90.242433"
U000750,T0003120,2023-05-28 01:23:42,,
U000860,T0003121,2023-01-01 19:56:59,Mac,"-62.3138975,-167.568120"
U000621,T0003122,2023-09-21 17:24:12,Android,
U000494,T0003123,2025-11-26 00:42:30,Mac,
U000599,T0003124,2023-05-19 14:27:55,,
U000741,T0003125,2023-08-08 23:27:44,,
U000074,T0003126,2022-12-15 02:42:32,Web,"-53.096537,158.966454"
U000032,T0003127,2022-07-12 02:33:07,Mac,
U000425,T0003128,2022-03-30 13:53:03,Web,
U000042,T0003129,2022-11-11 04:52:46,Web,"-27.486980,-114.425732"
U000030,T0003130,2023-02-05 08:28:13,Web,"76.6913285,31.308707"
U000374,T0003131,2021-12-10 17:58:32,Mac,
U000397,T0003132,2024-09-01 19:50:08,iPad,
U000664,T0003133,2025-06-04 09:37:50,,
U000354,T0003134,2025-09-12 09:01:59,Web,
U000124,T0003135,2025-04-28 13:19:57,Android,"57.488739,72.769012"
U000702,T0003136,2023-01-14 18:34:19,,
U000398,T0003137,2025-12-02 09:27:21,,"85.625774,-71.880363"
U000082,T0003138,2024-06-09 00:00:11,iPad,
U000867,T0003139,2025-02-21 06:12:42,,
U000198,T0003140,2023-09-18 03:43:45,iPhone,
U000432,T0003141,2023-07-09 13:22:06,iPhone,"-36.4004295,158.363485"
U000895,T0003142,2024-10-25 21:48:23,Web,
U000716,T0003143,2022-02-25 15:51:53,,
U000192,T0003144,2024-01-05 00:27:57,,
U000033,T0003145,2022-08-25 05:33:22,Web,
U000182,T0003146,2024-06-28 00:45:59,iPhone,"63.9436615,-121.007215"
U000811,T0003147,2024-06-14 06:39:52,,"-35.202870,-89.497743"
U000132,T0003148,2025-06-21 00:49:09,Android,"21.000957,179.582264"
U000102,T0003149,2025-01-06 08:23:03,Mac,"-89.283599,175.915026"
U000244,T0003150,2023-04-26 02:11:12,Mac,"-71.3226595,-29.090596"
U000723,T0003151,2025-08-25 17:44:33,iPhone,
U000700,T0003152,2022-07-02 17:46:53,Android,"33.8277305,14.420949"
