USER,TWEET,engagement_type,engaged_at,is_organic
U000903,T0000921,reply,2024-10-15 15:37:29,True
U000598,T0003845,retweet,2024-12-01 13:57:12,True
U000162,T0000344,like,2025-11-15 11:11:45,True
U000956,T0003789,like,2022-09-24 18:45:14,True
U000926,T0002240,quote,2023-09-06 04:43:20,False
U000126,T0003677,like,2023-08-12 20:06:10,True
U000460,T0002492,like,2025-09-03 08:02:58,False
U000808,T0001254,like,2023-09-25 04:25:07,True
U000353,T0003522,like,2022-07-13 15:38:20,True
U000089,T0000067,quote,2024-10-24 15:24:12,True
U000001,T0003951,retweet,2023-09-29 23:26:35,True
U000129,T0000803,like,2022-01-28 20:17:50,True
U000595,T0000701,reply,2025-03-29 08:19:48,True
U000753,T0000334,like,2025-06-05 06:14:34,True
U000109,T0002898,like,2023-08-16 22:37:31,True
U000493,T0003280,reply,2024-06-28 08:08:09,True
U000175,T0001602,like,2022-04-06 16:45:27,True
U000421,T0002931,like,2023-03-24 20:01:23,True
U000736,T0000664,reply,2025-05-13 05:16:09,False
U000318,T0001496,like,2025-02-18 00:31:44,False
U000784,T0001366,like,2025-11-26 05:24:28,True
U000208,T0004857,retweet,2024-06-24 01:46:55,False
U000090,T0004191,quote,2022-11-23 17:46:28,True
U000997,T0000270,retweet,2024-07-21 18:22:47,True
U000366,T0004726,retweet,2025-11-03 11:29:53,True
U000152,T0003957,quote,2025-07-16 09:11:01,True
U000834,T0000582,like,2022-04-01 21:00:47,True
U000841,T0003256,retweet,2024-07-26 00:46:55,False
U000227,T0002496,like,2024-09-03 19:34:00,False
U000309,T0003681,quote,2025-08-08 18:51:14,True
U000621,T0000694,like,2023-01-13 12:27:24,True
U000141,T0002499,like,2025-11-02 03:04:13,True
U000720,T0004351,like,2022-05-25 16:34:48,False
U000230,T0000084,retweet,2022-02-03 03:12:07,True
U000223,T0004733,like,2024-09-19 16:24:16,True
U000401,T0000186,like,2022-03-10 17:48:13,True
U000350,T0000615,like,2022-01-05 16:38:36,True
U000350,T0000407,like,2023-07-08 01:01:30,True
U000443,T0000244,reply,2022-10-23 14:53:27,True
U000026,T0002171,retweet,2025-03-10 20:28:19,True
U000543,T0001450,like,2022-07-04 13:21:50,True
U000110,T0003946,retweet,2022-08-24 13:39:23,True
U000767,T0000704,quote,2022-02-09 01:26:02,True
U000028,T0004414,like,2022-04-08 12:41:01,True
U000547,T0001820,reply,2025-01-21 20:11:13,True
U000858,T0000168,like,2024-05-26 22:48:01,True
U000734,T0003919,retweet,2024-12-29 13:03:48,False
U000622,T0004807,retweet,2022-02-13 09:27:27,True
U000795,T0001146,like,2022-08-22 16:14:53,True
U000108,T0003093,retweet,2024-12-18 03:54:55,True
U000962,T0001620,like,2022-07-10 08:38:59,True
U000092,T0002122,retweet,2022-04-21 17:28:18,True
U000141,T0002103,like,2023-06-30 03:15:00,True
U000598,T0000034,reply,2024-06-16 11:50:44,False
U000532,T0002733,like,2024-09-23 17:14:27,True
U000802,T0002090,like,2025-08-08 22:33:46,True
U000961,T0000898,like,2023-11-09 07:38:20,True
U000144,T0001471,like,2023-04-11 18:52:47,True
U000979,T0003422,like,2022-11-28 07:53:12,True
U000191,T0001134,reply,2023-02-02 01:12:44,True
U000713,T0000561,like,2023-07-22 19:58:30,True
U000240,T0003145,like,2024-03-03 03:26:39,True
U000989,T0004553,like,2022-11-08 19:29:36,False
U000741,T0003835,retweet,2023-11-17 13:42:00,False
U000389,T0003869,like,2023-08-11 21:02:54,True
U000677,T0000270,like,2024-02-10 09:55:38,True
U000135,T0003072,reply,2023-01-02 05:11:36,True
U000513,T0000023,reply,2025-11-09 00:43:40,True
U000906,T0002386,retweet,2024-07-27 08:09:12,True
U000665,T0003099,reply,2022-10-24 08:46:31,True
U000445,T0002645,like,2024-11-03 18:37:09,False
U000386,T0003142,like,2022-07-11 16:49:18,True
U000004,T0001127,retweet,2022-09-25 17:54:02,True
U000459,T0003069,reply,2023-06-02 05:30:52,False
U000729,T0004250,retweet,2022-06-03 10:09:06,True
U000585,T0002156,like,2022-01-28 13:34:20,True
U000052,T0004904,like,2023-02-24 17:21:43,True
U000879,T0003309,reply,2023-04-05 19:29:04,True
U000437,T0004999,retweet,2024-09-21 20:33:16,True
U000414,T0001509,like,2023-05-08 14:42:58,True
U000706,T0002686,retweet,2024-05-05 00:34:37,True
U000264,T0001253,like,2024-09-24 09:31:30,True
U000864,T0001371,retweet,2025-10-28 16:18:41,True
U000468,T0001049,like,2022-11-13 05:09:00,False
U000153,T0001980,like,2024-09-13 05:46:53,True
U000507,T0002316,retweet,2025-10-10 15:35:37,True
U000991,T0004344,like,2024-12-04 10:43:45,True
U000102,T0003747,reply,2022-04-09 08:12:19,False
U000009,T0002343,reply,2025-01-07 05:57:16,True
U000376,T0004268,like,2023-02-23 14:24:26,False
U000103,T0003443,like,2025-04-11 12:58:35,True
U000523,T0004594,like,2023-01-14 05:18:06,True
U000376,T0001790,like,2023-06-10 21:30:44,True
U000038,T0001789,like,2025-11-19 09:26:45,True
U000274,T0003820,like,2023-10-23 18:02:44,True
U000608,T0001852,like,2023-01-09 06:45:08,True
U000233,T0003687,retweet,2023-03-30 08:10:02,True
U000915,T0000164,like,2025-05-18 12:16:50,True
U000926,T0002077,like,2025-02-11 21:06:09,True
U000272,T0001052,quote,2024-08-29 11:53:04,False
U000456,T0002466,like,2024-06-28 09:25:58,True
U000115,T0001158,like,2022-05-02 13:42:02,True
U000533,T0000344,like,2024-12-07 14:52:57,False
U000602,T0004455,like,2024-01-06 02:35:16,True
U000678,T0000827,like,2023-04-07 17:49:51,True
U000476,T0002082,like,2022-04-26 13:12:47,True
U000619,T0000808,like,2021-12-29 13:30:46,True
U000929,T0002817,like,2024-10-08 04:53:52,True
U000459,T0002484,like,2022-08-29 09:22:55,True
U000513,T0001253,like,2023-11-11 20:18:04,True
U000012,T0001376,like,2024-12-26 18:09:31,True
U000785,T0003613,like,2022-11-03 05:35:07,True
U000478,T0000342,like,2023-08-30 16:18:10,True
U000378,T0003174,like,2022-03-22 13:46:05,True
U000949,T0004280,quote,2024-03-03 01:36:17,False
U000331,T0003462,retweet,2024-10-12 21:24:39,True
U000662,T0001863,quote,2023-01-13 18:57:38,True
U000444,T0003279,like,2024-01-01 03:35:01,False
U000587,T0003957,like,2023-04-30 14:36:39,True
U000676,T0002608,like,2025-06-26 21:59:06,True
U000379,T0003237,like,2022-04-10 23:52:22,True
U000847,T0003969,like,2023-06-07 16:21:54,True
U000350,T0003863,retweet,2023-10-15 13:36:11,True
U000323,T0000289,reply,2024-02-26 03:29:11,True
U000489,T0004580,like,2025-01-05 23:40:59,True
U000285,T0003020,like,2025-01-03 18:31:38,True
U000043,T0002082,like,2023-05-02 15:50:12,True
U000262,T0004610,like,2025-10-21 02:03:50,True
U000637,T0004296,retweet,2022-06-01 15:05:46,True
U000505,T0000742,retweet,2025-06-02 10:33:45,True
U000550,T0004297,like,2023-10-14 21:04:49,True
U000816,T0001483,reply,2023-12-08 18:29:11,True
U000334,T0003225,like,2024-01-09 02:19:52,True
U000688,T0001056,like,2024-10-20 15:10:36,True
U000622,T0001509,like,2025-05-04 07:27:52,True
U000579,T0002233,like,2025-07-27 10:49:12,False
U000056,T0004855,like,2025-11-15 02:10:27,True
U000166,T0002583,like,2025-12-01 18:04:05,True
U000127,T0002529,reply,2022-05-11 17:44:40,True
U000413,T0003509,retweet,2024-01-27 08:37:46,True
U000176,T0000164,reply,2025-11-17 03:11:14,True
U000687,T0004056,like,2022-11-26 22:22:26,True
U000769,T0002085,like,2025-05-29 00:19:33,True
U000400,T0001599,like,2022-02-02 03:15:16,True
U000241,T0000749,like,2025-03-27 22:27:45,True
U000475,T0004996,reply,2023-08-19 06:07:10,True
U000411,T0002418,like,2023-06-12 13:17:32,True
U000709,T0004664,like,2024-02-18 23:21:54,True
U000060,T0002682,retweet,2025-07-22 19:21:03,True
U000599,T0000186,like,2024-11-04 23:54:09,True
U000486,T0000189,quote,2023-04-18 15:26:08,True
U000898,T0003384,like,2022-01-09 12:56:18,True
U000988,T0002442,like,2024-05-14 16:51:19,True
U000040,T0002925,retweet,2024-03-09 05:01:39,False
U000148,T0000438,like,2024-11-17 11:21:47,True
U000453,T0003307,reply,2025-10-10 17:13:03,True
U000619,T0003049,reply,2023-09-15 07:47:51,True
U000420,T0002343,quote,2023-11-08 05:31:13,False
U000653,T0002680,like,2023-07-30 05:11:30,True
U000166,T0003507,like,2022-09-17 14:16:09,True
U000175,T0004838,like,2022-06-05 19:31:31,False
U000978,T0001251,reply,2025-02-28 23:32:14,True
U000211,T0000112,retweet,2023-03-29 05:27:15,True
U000022,T0002987,retweet,2022-08-01 21:09:07,True
U000211,T0001708,retweet,2024-05-09 10:04:43,True
U000344,T0002400,like,2025-01-20 13:41:15,True
U000563,T0001313,retweet,2025-10-13 14:03:49,True
U000105,T0001974,retweet,2024-08-30 19:48:22,True
U000775,T0003705,like,2023-01-07 06:14:16,True
U000032,T0004964,retweet,2024-04-22 21:30:20,True
U000449,T0002850,reply,2022-10-29 18:50:43,True
U000808,T0002030,reply,2022-06-13 00:23:32,True
U000192,T0003868,retweet,2023-03-02 19:44:52,True
U000784,T0004444,quote,2025-04-08 07:56:15,True
U000914,T0003558,retweet,2023-07-23 00:34:48,True
U000314,T0000084,like,2024-07-27 03:23:10,True
U000525,T0003666,like,2025-03-11 09:43:32,True
U000627,T0000263,reply,2024-12-25 18:44:30,True
U000556,T0003297,like,2025-01-14 06:59:32,True
U000015,T0002480,retweet,2025-11-13 01:22:07,True
U000256,T0001222,like,2024-09-28 20:12:05,True
U000134,T0002480,like,2023-01-17 02:47:03,True
U000863,T0000116,like,2025-03-17 18:57:57,True
U000985,T0000173,like,2022-02-02 15:03:02,True
U000658,T0002558,like,2024-01-21 23:17:02,False
U000567,T0003994,like,2023-01-14 17:26:13,True
U000298,T0003480,reply,2025-02-12 20:50:57,False
U000059,T0002902,like,2024-12-14 12:42:13,False
U000354,T0000009,like,2023-11-14 19:09:50,True
U000765,T0003119,like,2025-07-07 15:51:51,False
U000350,T0003462,like,2024-02-04 17:38:57,True
U000993,T0001122,like,2025-04-24 01:23:17,True
U000687,T0001386,like,2023-07-11 07:54:14,True
U000554,T0001718,like,2023-09-01 03:02:43,True
U000651,T0004470,like,2022-04-29 19:24:41,True
U000331,T0002970,like,2025-04-03 11:29:58,True
U000452,T0000808,reply,2021-12-18 22:00:35,True
U000629,T0002176,like,2023-04-02 14:00:13,True
U000130,T0004285,like,2024-10-01 20:13:45,True
U000100,T0002809,retweet,2024-11-06 09:24:42,True
U000822,T0003988,like,2024-12-22 04:03:57,True
U000969,T0003042,like,2025-04-23 10:12:29,False
U000940,T0003984,quote,2022-02-25 04:38:05,True
U000236,T0002901,like,2024-12-11 10:44:46,False
U000185,T0001338,like,2024-03-05 04:08:11,True
U000519,T0003042,like,2025-05-10 11:42:25,True
U000706,T0000585,like,2021-12-29 15:07:51,True
U000100,T0003821,like,2023-07-30 12:05:43,True
U000752,T0004023,retweet,2022-10-19 19:23:24,False
U000148,T0002724,like,2025-10-18 19:32:31,True
U000843,T0002364,like,2023-01-22 15:11:25,True
U000989,T0003882,reply,2023-05-17 04:23:16,True
U000225,T0001362,like,2025-04-29 19:17:28,True
U000812,T0002810,like,2024-12-27 23:38:44,True
U000718,T0004015,like,2025-07-18 17:15:40,True
U000146,T0001692,quote,2025-05-19 17:14:45,True
U000793,T0001848,like,2023-01-22 06:33:00,True
U000728,T0003316,like,2022-12-09 23:14:45,True
U000909,T0001155,like,2023-02-07 05:21:18,True
U000643,T0001870,like,2022-01-04 11:47:21,True
U000679,T0000507,quote,2025-11-10 20:31:15,True
U000019,T0000561,like,2022-10-11 10:59:04,True
U000750,T0002191,quote,2022-01-27 12:18:24,True
U000199,T0002847,like,2024-01-23 23:54:13,False
U000135,T0003955,like,2023-07-28 23:19:32,True
U000531,T0003344,like,2025-08-01 13:23:15,True
U000476,T0000674,like,2025-06-14 07:59:14,True
U000068,T0001852,retweet,2022-10-14 09:13:45,True
U000374,T0000483,like,2024-10-09 04:57:03,True
U000244,T0000582,like,2025-10-14 04:48:29,True
U000360,T0002142,like,2024-06-26 03:35:31,True
U000051,T0003820,like,2025-07-06 00:09:17,True
U000935,T0003455,retweet,2022-02-15 07:20:38,True
U000693,T0002230,retweet,2025-09-20 12:30:36,False
U000993,T0002418,reply,2024-11-28 05:35:38,True
U000706,T0002281,like,2022-08-03 11:01:40,True
U000471,T0004854,reply,2023-01-14 22:04:46,True
U000781,T0004677,like,2022-08-03 17:38:35,True
U000673,T0001313,retweet,2022-06-05 04:58:18,False
U000983,T0000344,like,2025-10-27 14:32:26,True
U000022,T0001235,like,2024-09-12 09:46:54,True
U000952,T0001766,quote,2023-03-17 21:34:47,True
U000401,T0002847,like,2023-07-31 04:32:11,True
U000145,T0003299,like,2022-01-10 17:14:00,True
U000380,T0000632,like,2022-03-15 00:16:46,True
U000383,T0001519,like,2022-12-19 10:37:43,True
U000512,T0004351,like,2025-07-15 10:32:33,False
U000150,T0002179,like,2023-07-10 04:00:33,True
U000248,T0004698,retweet,2025-03-30 21:30:38,True
U000675,T0004807,retweet,2022-06-08 21:18:24,True
U000917,T0001511,retweet,2022-06-22 08:04:57,True
U001000,T0003798,like,2025-06-13 03:18:13,True
U000521,T0000930,like,2024-01-14 10:26:22,True
U000966,T0004803,like,2024-11-22 20:18:01,True
U000555,T0004285,like,2022-12-06 09:35:56,True
U000172,T0004280,like,2025-05-08 07:25:24,False
U000849,T0001933,like,2025-04-04 11:26:52,False
U000184,T0004580,like,2025-08-04 20:23:16,True
U000177,T0001370,retweet,2025-02-24 22:32:54,False
U000502,T0000542,like,2025-08-17 14:35:25,True
U000300,T0001611,like,2025-04-06 20:44:19,True
U000107,T0003487,like,2025-08-23 06:54:12,False
U000592,T0004663,like,2022-04-15 11:52:52,True
U000676,T0003950,retweet,2024-07-09 00:04:04,False
U000224,T0002977,like,2024-02-18 20:44:40,True
U000381,T0000046,reply,2025-01-01 09:17:37,True
U000034,T0004885,like,2022-06-08 05:32:57,True
U000844,T0000008,reply,2024-08-11 01:58:52,True
U000999,T0003119,retweet,2022-06-20 16:43:08,True
U000002,T0004939,like,2025-05-22 21:03:18,True
U000790,T0003876,like,2024-01-11 04:27:50,True
U000413,T0004656,like,2025-07-04 12:30:54,True
U000775,T0004925,like,2022-10-11 07:02:31,False
U000020,T0002809,like,2022-02-05 22:26:20,False
U000487,T0000950,like,2023-12-13 17:37:07,True
U000930,T0003967,retweet,2023-11-13 22:44:00,True
U000466,T0001173,retweet,2024-09-05 06:29:53,True
U000060,T0002216,retweet,2023-09-01 07:34:57,True
U000962,T0000342,retweet,2022-07-18 23:04:37,True
U000464,T0001446,like,2024-06-25 02:55:04,True
U000507,T0003501,like,2023-01-22 16:17:45,True
U000153,T0000189,like,2021-12-21 19:28:18,True
U000034,T0003820,like,2022-08-03 06:56:15,True
U000831,T0003634,retweet,2022-05-19 12:27:35,True
U000639,T0003351,like,2024-01-26 12:15:20,True
U000304,T0003351,like,2023-09-17 09:58:55,True
U000618,T0001511,like,2024-08-09 07:03:19,True
U000816,T0001682,retweet,2022-02-05 18:50:45,True
U000895,T0001233,like,2022-07-25 22:54:26,True
U001000,T0001130,retweet,2024-12-14 03:00:04,True
U000981,T0004291,like,2023-01-29 18:43:58,True
U000257,T0004314,retweet,2023-11-22 13:40:41,True
U000622,T0004684,like,2023-07-13 19:19:37,True
U000265,T0001422,like,2024-06-19 14:30:12,True
U000643,T0001411,like,2025-04-30 17:50:13,False
U000635,T0001529,like,2024-05-10 01:52:50,True
U000996,T0004549,retweet,2022-04-01 15:50:23,True
U000411,T0002977,reply,2023-08-12 16:21:40,False
U000793,T0003357,like,2022-01-20 07:51:38,True
U000585,T0003946,like,2024-09-29 07:02:10,True
U000881,T0002533,quote,2023-12-31 19:53:04,False
U000897,T0001485,like,2022-12-05 02:42:29,True
U000690,T0004755,retweet,2025-11-01 11:49:35,False
U000327,T0001653,like,2023-05-19 07:37:11,True
U000341,T0001653,retweet,2025-04-03 08:13:26,True
U000858,T0001178,reply,2024-09-29 20:14:00,True
U000649,T0001655,like,2024-02-13 04:14:32,True
U000307,T0000425,like,2025-03-19 15:06:49,True
U000268,T0003004,retweet,2025-06-20 23:48:38,True
U000256,T0001085,like,2023-02-25 12:11:44,True
U000046,T0000369,like,2022-04-22 01:55:01,True
U000702,T0003575,retweet,2022-08-10 08:11:00,True
U000167,T0001795,retweet,2022-11-24 20:14:58,True
U000846,T0000184,like,2025-10-01 20:03:06,True
U000322,T0004445,retweet,2024-09-29 22:30:49,True
U000544,T0001789,retweet,2022-01-30 11:31:48,True
U000473,T0003574,like,2024-07-17 00:22:14,True
U000049,T0003064,like,2025-08-11 02:20:00,False
U000227,T0002418,retweet,2023-10-26 23:02:35,True
U000503,T0004118,retweet,2022-02-01 21:37:19,True
U000392,T0004833,like,2024-06-08 20:40:24,True
U000191,T0002541,like,2024-07-04 06:35:09,True
U000300,T0004881,like,2022-02-22 08:16:45,False
U000715,T0002043,reply,2024-09-24 10:58:59,False
U000752,T0000159,retweet,2025-05-10 21:23:19,True
U000761,T0004257,like,2023-12-22 17:31:30,True
U000488,T0003801,like,2023-05-02 08:17:14,True
U000279,T0003726,retweet,2024-04-26 18:02:44,True
U000995,T0003344,like,2022-10-07 23:42:25,True
U000634,T0003758,like,2024-03-24 03:52:06,True
U000594,T0003326,like,2024-04-11 08:29:50,True
U000673,T0001305,like,2023-07-15 16:46:51,False
U000639,T0001040,like,2023-12-31 05:33:47,True
U000681,T0002667,retweet,2023-07-15 12:54:35,True
U000809,T0001764,retweet,2023-11-10 17:35:48,True
U000971,T0000483,like,2024-08-02 14:52:39,True
U000127,T0002757,like,2023-10-29 10:17:22,True
U000637,T0002371,like,2025-12-02 19:15:41,False
U000928,T0004663,reply,2024-12-05 15:41:21,True
U000977,T0002600,like,2025-04-25 13:08:21,True
U000880,T0000116,retweet,2023-12-12 13:40:22,True
U000809,T0003851,like,2024-11-01 14:15:45,False
U000978,T0003069,like,2023-06-01 15:23:16,True
U000016,T0000898,retweet,2023-05-02 05:40:16,False
U000687,T0000860,retweet,2022-03-22 16:23:43,True
U000285,T0000042,reply,2022-04-23 17:56:38,True
U000360,T0000662,like,2023-06-05 01:19:13,True
U000147,T0004280,like,2024-03-06 23:04:26,True
U000653,T0002867,retweet,2025-07-14 21:50:20,True
U000411,T0000034,reply,2023-12-11 11:10:36,False
U000652,T0001906,like,2025-02-01 02:03:15,True
U000322,T0003289,retweet,2024-01-11 12:05:54,True
U000854,T0001795,retweet,2024-05-05 16:18:09,True
U000180,T0004351,quote,2023-02-15 05:50:42,True
U000929,T0000441,like,2025-05-21 22:52:21,True
U000994,T0000008,retweet,2025-02-26 07:28:34,True
U000532,T0002988,reply,2025-04-07 07:52:59,True
U000971,T0000150,like,2022-11-16 10:05:02,True
U000236,T0002721,retweet,2022-07-07 13:24:49,False
U000745,T0004781,retweet,2023-03-12 22:11:35,True
U000454,T0003583,reply,2022-05-11 09:58:46,True
U000132,T0003722,like,2025-06-11 07:00:22,True
U000878,T0002340,like,2023-12-01 19:06:55,True
U000604,T0000860,retweet,2021-12-24 21:36:46,True
U000513,T0002190,retweet,2023-11-30 14:08:50,True
U000447,T0003344,like,2025-05-23 22:25:40,True
U000725,T0003050,reply,2023-06-01 13:14:15,True
U000507,T0003263,reply,2024-11-16 11:07:37,True
U000343,T0000883,retweet,2024-08-19 17:27:58,False
U000058,T0003132,like,2024-05-19 04:21:38,True
U000014,T0003280,like,2023-04-20 12:44:35,True
U000039,T0002046,retweet,2024-04-03 12:22:24,True
U000480,T0003946,retweet,2021-12-11 01:47:19,True
U000391,T0004594,retweet,2025-05-22 15:18:27,True
U000780,T0000268,retweet,2023-12-19 15:37:16,True
U000561,T0002024,like,2024-06-12 03:25:39,True
U000993,T0002414,retweet,2022-07-17 10:57:51,False
U000208,T0003927,retweet,2023-05-30 16:54:53,True
U000898,T0003943,like,2023-09-25 11:35:25,True
U000464,T0000353,like,2023-03-14 14:55:19,False
U000273,T0002398,like,2022-04-12 02:49:10,True
U000753,T0004939,reply,2023-12-08 23:16:40,True
U000795,T0001233,like,2024-11-20 20:00:03,True
U000697,T0003657,retweet,2022-09-18 09:30:32,True
U000992,T0003573,like,2024-08-02 23:17:10,True
U000270,T0003095,retweet,2021-12-28 19:22:34,True
U000849,T0003060,retweet,2023-09-07 11:34:12,False
U000780,T0003190,reply,2023-03-04 14:01:00,True
U000050,T0001554,retweet,2023-02-10 11:24:22,True
U000906,T0001067,retweet,2023-12-11 03:38:01,True
U000829,T0000483,reply,2023-09-25 17:16:36,True
U000202,T0001577,retweet,2025-08-16 02:02:57,True
U000519,T0001003,like,2023-04-07 04:42:30,True
U000747,T0002590,quote,2025-09-02 13:37:01,True
U000258,T0004296,like,2024-07-03 09:49:18,False
U000007,T0002638,retweet,2024-01-29 05:36:21,True
U000360,T0000486,reply,2022-07-31 16:06:03,False
U000642,T0004823,like,2024-01-17 21:00:44,True
U000607,T0004549,retweet,2025-09-27 10:10:52,True
U000190,T0002156,like,2025-04-29 05:06:06,True
U000803,T0002392,retweet,2024-03-18 13:55:11,True
U000442,T0004674,like,2023-04-26 02:57:30,True
U000012,T0001389,like,2022-07-10 09:20:59,True
U000319,T0001321,like,2024-04-09 05:59:53,True
U000411,T0003949,retweet,2024-09-10 22:41:10,True
U000701,T0002179,like,2024-05-12 14:03:57,False
U000175,T0001024,like,2025-11-29 09:20:47,True
U000376,T0002638,retweet,2024-09-09 13:13:35,True
U000843,T0001611,reply,2025-02-20 01:58:29,True
U000416,T0001793,like,2024-03-28 10:29:05,True
U000566,T0001303,like,2024-03-14 10:44:43,True
U000994,T0001933,like,2025-05-24 15:59:32,True
U000607,T0000581,retweet,2022-12-10 15:23:25,True
U000584,T0003666,like,2025-07-04 00:37:19,True
U000963,T0003780,like,2024-07-24 02:05:50,True
U000886,T0002484,like,2025-03-07 20:23:26,True
U000020,T0004699,like,2024-04-23 04:28:34,True
U000439,T0000742,like,2024-10-05 14:41:31,True
U000063,T0002057,like,2024-03-28 20:02:17,True
U000366,T0004998,like,2025-06-11 02:28:32,False
U000016,T0002891,reply,2024-02-10 19:59:51,True
U000805,T0002809,retweet,2022-01-10 17:04:56,True
U000962,T0003955,like,2022-06-07 00:17:53,False
U000426,T0002415,like,2022-05-20 00:33:39,True
U000691,T0000437,retweet,2022-07-02 16:32:32,True
U000494,T0001057,retweet,2023-01-14 00:40:58,True
U000568,T0004351,retweet,2025-08-29 17:03:31,True
U000785,T0003801,like,2022-04-23 07:21:34,True
U000663,T0003620,reply,2022-06-11 07:05:08,True
U000952,T0003093,like,2024-06-26 23:06:56,True
U000334,T0004493,like,2022-02-10 16:33:57,True
U000668,T0002237,like,2024-02-07 06:57:23,False
U000793,T0001149,like,2022-01-31 15:21:52,True
U000396,T0001660,like,2024-01-18 04:33:40,False
U000748,T0002774,retweet,2025-07-20 10:11:26,False
U000625,T0004237,quote,2022-07-21 20:55:16,True
U000230,T0004856,like,2022-05-18 15:52:51,True
U000921,T0004790,quote,2022-03-13 17:29:49,False
U000338,T0003174,reply,2022-09-08 08:13:15,True
U000884,T0004591,retweet,2024-01-05 20:01:07,True
U000435,T0003208,retweet,2022-10-04 12:09:46,True
U000803,T0003208,reply,2024-05-03 22:00:51,False
U000837,T0004798,reply,2023-04-15 04:41:03,True
U000594,T0001471,like,2025-11-20 05:17:39,True
U000114,T0004934,retweet,2024-01-17 05:28:01,False
U000080,T0004877,like,2023-10-21 09:11:37,True
U000216,T0000184,like,2023-10-29 08:35:53,True
U000848,T0003072,reply,2023-05-17 23:10:11,True
U000074,T0002890,like,2024-02-21 18:57:29,True
U000369,T0002455,like,2025-10-07 03:25:46,False
U000670,T0002219,like,2025-01-01 22:29:26,True
U000089,T0004473,retweet,2023-10-04 22:39:26,True
U000175,T0003772,retweet,2024-10-01 09:59:56,True
U000630,T0004698,like,2024-11-15 13:54:26,False
U000939,T0002284,retweet,2022-10-27 19:35:37,True
U000897,T0004005,like,2024-12-28 16:31:10,True
U000360,T0001529,like,2022-08-06 04:00:44,False
U000552,T0002191,reply,2025-01-11 14:41:35,False
U000262,T0001450,like,2025-07-27 09:15:14,True
U000518,T0004833,like,2023-03-16 03:18:44,True
U000903,T0000117,retweet,2025-04-09 17:58:40,True
U000016,T0001386,quote,2022-10-24 05:29:08,True
U000936,T0002638,like,2024-05-11 01:46:49,False
U000195,T0004191,retweet,2023-11-15 03:06:19,True
U000791,T0004698,like,2023-10-20 00:36:37,True
U000358,T0000988,reply,2023-11-01 09:15:53,True
U000799,T0002359,retweet,2024-02-10 03:05:34,True
U000425,T0000774,like,2025-05-08 02:53:39,True
U000448,T0002211,like,2024-08-31 21:51:28,False
U000181,T0003743,retweet,2025-10-11 19:14:36,True
U000020,T0003631,reply,2024-01-15 12:57:35,True
U000237,T0003291,like,2024-05-31 08:20:27,True
U000571,T0004889,reply,2025-02-11 00:52:23,True
U000017,T0002359,like,2024-09-27 22:25:54,True
U000042,T0003789,retweet,2023-11-09 10:40:40,True
U000200,T0001250,like,2024-02-27 19:27:21,True
U000768,T0003509,quote,2023-02-08 16:03:13,True
U000308,T0003507,retweet,2024-03-09 16:45:12,True
U000801,T0001579,like,2024-11-22 10:14:08,True
U000922,T0001860,like,2022-10-13 08:43:41,True
U000507,T0004734,like,2023-09-11 12:52:18,True
U000259,T0003069,retweet,2024-06-23 12:19:20,True
U000840,T0002446,like,2024-08-31 12:13:19,True
U000681,T0001388,like,2024-08-01 10:00:03,True
U000296,T0001599,like,2023-09-08 10:10:25,True
U000252,T0001485,retweet,2022-10-20 20:22:31,False
U000642,T0004677,like,2024-09-07 10:30:53,False
U000660,T0002716,like,2022-07-31 19:23:49,True
U000357,T0002097,like,2023-09-02 03:01:08,True
U000916,T0004197,like,2025-06-09 03:05:16,True
U000739,T0003060,like,2023-09-29 17:53:00,True
U000462,T0001955,retweet,2023-07-15 19:43:09,True
U000340,T0003492,like,2025-06-05 02:05:04,True
U000165,T0000288,like,2022-01-23 19:46:01,True
U000641,T0004223,like,2024-07-25 05:33:28,True
U000890,T0003620,like,2024-06-25 23:28:25,True
U000770,T0003835,like,2025-01-31 13:07:51,True
U000130,T0004999,like,2023-04-08 06:00:08,True
U000083,T0001179,like,2022-04-21 07:59:38,True
U000127,T0002988,like,2022-12-02 17:00:17,True
U000556,T0002589,like,2024-06-18 09:25:48,True
U000160,T0002303,retweet,2023-08-24 11:57:41,True
U000465,T0000988,like,2022-07-22 22:02:09,True
U000457,T0000950,like,2024-10-11 19:16:08,False
U000743,T0002667,like,2024-11-20 17:49:06,True
U000069,T0002342,retweet,2023-09-20 13:56:22,True
U000551,T0003747,like,2022-02-15 12:22:41,True
U000920,T0000483,retweet,2023-08-16 15:53:40,True
U000639,T0004270,retweet,2023-09-15 02:18:57,True
U000052,T0000255,like,2022-06-01 04:14:08,True
U000935,T0003491,like,2024-03-05 16:02:19,True
U000336,T0001763,like,2023-08-18 13:23:02,True
U000249,T0000582,like,2022-05-30 07:36:45,True
U000867,T0001115,like,2023-06-06 16:39:57,False
U000369,T0003763,like,2024-12-14 15:20:29,True
U000895,T0002415,like,2025-02-05 19:41:56,True
U000923,T0003946,like,2024-05-26 08:29:50,True
U000511,T0000286,like,2023-05-17 14:59:20,True
U000124,T0004029,like,2022-08-03 13:18:27,True
U000562,T0001840,like,2025-11-01 18:00:03,True
U000972,T0003056,retweet,2025-10-09 16:32:57,True
U000384,T0002724,like,2022-06-07 01:21:11,False
U000696,T0001929,retweet,2022-03-10 12:59:20,True
U000377,T0002690,like,2022-03-13 15:14:32,True
